标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
学校风味街，7字位，性价比超高,从化,街口中心区,商业街店铺?1层,从化商贸城环市东路商铺,35.0,7500.0,7.14,"""NoClass""",113.60825862943833,23.53569376986267,113.61477940023018,23.54166570827301
免租期长，餐饮美食优先,从化,街口中心区,购物百货中心?1层,欣荣宏国际商贸城,100.0,1.2,4.0,"""NoClass""",113.59749513429455,23.537686443893834,113.60405378758785,23.5434821568574
食堂开店 两个人可开，提供档口选址选址，提供设备技术，开学干,从化,街口中心区,档口摊位?1层,广州华夏职业学院,30.0,5000.0,5.56,"""教育""",113.52277039894668,23.584002989120635,113.52919631520432,23.59033913410292
从化一大学食堂档口招租 一个食堂 有业态保护,从化,街口中心区,档口摊位?1层,从化百货大厦,30.0,6000.0,6.67,"""NoClass""",113.59622367267615,23.55437665628931,113.60278940857518,23.560155560095038
从化餐饮转让（可空转）温泉度假区 周边多个温泉别墅度假酒店,从化,温泉,临街门面?1层,南溪路-广州市从化区,160.0,7000.0,1.46,"""道路""",113.66432906421484,23.648457463000744,113.67081669689499,23.65455897830009
餐饮，零售，美容美发,从化,街口中心区,购物百货中心?1层,欣荣宏国际商贸城,61.0,7500.0,4.1,"""NoClass""",113.59749513429455,23.537686443893834,113.60405378758785,23.5434821568574
广州城建技术学院出租转让食堂窗口可做各类特色小吃3W,从化,太平镇,档口摊位?1层,广州城建职业学院,45.0,6500.0,4.81,"""教育""",113.61683798751231,23.53053502903484,113.62332351307622,23.536656600738806
碧桂园1960自有商铺物业,从化,街口中心区,商业街店铺?1层,碧桂园从化1960,343.62,5.0,4.85,"""地产小区""",113.59953797085412,23.556165999600539,113.6060933466718,23.56199236180541
业主直租/售从化街口碧桂园1960社区底商,从化,街口中心区,社区底商?1层,碧桂园从化1960,500.0,5.0,3.33,"""地产小区""",113.59953797085412,23.556165999600539,113.6060933466718,23.56199236180541
105国道边，一线旺铺，夏湾拿路口往广州方向150米,从化,太平镇,临街门面?1层,太平水南大塘边横街,70.0,2500.0,1.19,"""道路""",113.49475260942192,23.477882865501088,113.50121948863567,23.483963458778157
电信移动公司丶交警等就近，电信公司对面商业气份好,从化,街口中心区,临街门面?1层,广东省广州市从化区城南路183号,105.0,5500.0,1.75,"""门址""",113.59067331242348,23.54411722940671,113.59725186072402,23.549832169153534
从化棋杆镇城鳌大道加油站旁旁边物流园,从化,街口中心区,临街门面,京珠高速城鳌大道东(路口),760.0,1.0,0.44,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
停车方便临街可餐饮后面可仓库二楼可茶楼沐足租金可谈,从化,温泉,临街门面?1层,流溪壹号公寓,200.0,4000.0,0.67,"""宾馆""",113.73612604224556,23.718599870275715,113.74258741456,23.724704071744424
市中心转角位，4个门面，附近有幼儿园，小学，小区，稳定客源,从化,街口中心区,商业街店铺,凤仪东路,43.0,7600.0,5.89,"""道路""",113.5948680398315,23.54728835874692,113.60143772148369,23.553049746984404
二本大学：广州南方学院，学生经济消费水平高,从化,街口中心区,商业街店铺?1层,优森特商业广场(广州南方学院店),220.0,2.28,3.45,"""教育""",113.68575176417916,23.638367610691789,113.69230217129436,23.644116795705825
自有物业，一层，全新装修，租金优惠,从化,太平镇,临街门面?1层,仙鸡笼二桥,150.0,3300.0,0.73,"""道路""",113.51162422418254,23.4767986395151,113.51804536847259,23.483103827227575
广州自动售货微超 无需人员看管 有意向开店咨询,从化,街口中心区,临街门面?1层,广东省广州市从化区西宁中路10号,20.0,620.0,1.03,"""门址""",113.59663868982162,23.555294519772528,113.60320302774329,23.56107898768181
二幼对面，碧溪二巷四栋201,从化,从化,其他?2层,碧溪二巷,120.0,2000.0,0.56,"""道路""",113.5979028751654,23.548146723642679,113.60446418040533,23.55394905097812
街口凤仪西30号（中天宾馆旁）办公楼招租,从化,街口中心区,写字楼配套,凤仪西路30号,60.0,2700.0,1.5,"""门址""",113.58888119293167,23.54727030353869,113.5954637170804,23.552969739917736
街口中天宾馆旁临街旺铺招租,从化,街口中心区,临街门面?1层,城南村委会(凤仪西路),60.0,2700.0,1.5,"""道路""",113.58899842180068,23.547049582556487,113.59558071620447,23.55274995534342
大学食堂招，水果捞，粉面，猪杂汤饭，猪肚鸡,从化,街口中心区,档口摊位?2层,广州城建职业学院,30.0,1.0,11.11,"""教育""",113.61683798751231,23.53053502903484,113.62332351307622,23.536656600738806
店铺临街，周边配套小区和大学城，人流量大,从化,鳌头,临街门面?1层,城鳌大道东,80.0,2000.0,0.83,"""道路""",113.45294300066122,23.60638649859663,113.45948980834031,23.61206511020648
位置理想，租金不高，马上做生意,从化,街口中心区,商业街店铺,向阳村,200.0,6000.0,1.0,"""村庄""",113.60204765678707,23.560946073885885,113.60859269875316,23.566811645299546
超市转让旁边有小市场可做生鲜（可空转）,从化,太平镇,档口摊位,太平镇经济开发区,260.0,8000.0,1.03,"""乡镇""",113.48816937749422,23.437179431900213,113.49469432562488,23.44315061037991
出租从化街口中心区临街门面,从化,街口中心区,临街门面?1层,江埔村,500.0,1.0,0.67,"""村庄""",113.61943525823246,23.548556855080745,113.62592128749417,23.5547225295011
从化街口中心区整栋酒店出租,从化,街口中心区,临街门面,河东南路2号,1500.0,1000.0,0.02,"""门址""",113.6027373757574,23.549714939350538,113.6092831801013,23.55559250024165
在主干道路边，车流量非常的大,从化,街口中心区,档口摊位?1层,北星路,90.0,1688.0,0.63,"""道路""",113.60810394270279,23.56441880514536,113.61462521174276,23.570387982772148
全新装修，整体转让或合作，有固定客源，接手即可营业的养发馆,从化,街口中心区,临街门面,新城西路,90.0,5500.0,2.04,"""道路""",113.73684567478937,23.723759788338055,113.74330216414941,23.729875621449894
经营中火锅店带技术整体转让（中介勿扰)）,从化,街口中心区,临街门面?1层,河东北路,230.0,7000.0,1.01,"""道路""",113.6090324312776,23.552145615600943,113.61555546949067,23.558132390272033
带装修设备齐全接手可马上营业,从化,街口中心区,临街门面,街口街道,70.0,3000.0,1.43,"""乡镇""",113.59802702098682,23.550392574949798,113.60458804708957,23.556196710451738
小区楼下，客源稳定，临街铺位，采光好，装修风格新,从化,街口中心区,档口摊位?1层,青云公园,80.0,3400.0,1.42,"""旅游景点""",113.58993840868601,23.550480447016964,113.59651928519587,23.556188842543976
可做生意，可做仓库，位置位于京珠高速公路入口旁！,从化,鳌头,档口摊位?1层,京珠高速城鳌大道东(路口),120.0,1500.0,0.42,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
位置正出入口的学校档口转让，6000多学生,从化,太平镇,临街门面?1层,广州通用职业技术学校,25.0,7000.0,9.33,"""教育""",113.55286201657109,23.500866020077408,113.55935604244567,23.506811746873419
汽车美容店（含押金4K，会员余额5K多）,从化,街口中心区,社区底商,从化商贸城北区,40.0,1999.0,1.67,"""地产小区""",113.60846578016208,23.535873239855659,113.61498591266474,23.541848887178494
游乐场（早教中心）转让设备齐全接手可,从化,街口中心区,社区底商?1层,环城路,120.0,2000.0,0.56,"""道路""",113.61393825732705,23.1386870590328,113.62040643938204,23.14475326030977
旺铺急转，全新装修有固定客源，接手可营业,从化,街口中心区,临街门面?1-2层,蓝田西路,48.0,3500.0,2.43,"""道路""",113.58931246940687,23.55120694217096,113.59589443307343,23.556909939456135
电竞酒店出售转让求个有缘人,从化,街口中心区,写字楼配套?3-9层,碧桂园从化1960,500.0,14.0,9.33,"""地产小区""",113.59953797085412,23.556165999600539,113.6060933466718,23.56199236180541
本人有事急转，空间好，做事方便，商铺有房间的,从化,街口中心区,商业街店铺?1层,西宁西路,31.0,2000.0,2.15,"""道路""",113.61476218314054,23.112705233424813,113.62123297520061,23.118786883062524
华夏对面，一手房东需要来电,从化,鳌头,档口摊位?1层,广州华夏职业学院,80.0,2500.0,1.04,"""教育""",113.52277039894668,23.584002989120635,113.52919631520432,23.59033913410292
从化雅居乐滨江花园托育园转让（已带消防证，卫健备案中）,从化,街口中心区,临街门面,沿江南路161号,335.0,1.8,1.79,"""门址""",113.59757885636806,23.54167190855093,113.60413936956826,23.547469243784215
一线档口超低房租适合做童装，女装，美甲等,从化,街口中心区,商业街店铺?1层,新村路,12.0,1000.0,2.78,"""道路""",113.24618509692401,23.393391753794693,113.25269237958341,23.399322969881433
养生馆急转，接手便可营业,从化,街口中心区,社区底商?1层,红荔新村-52栋,100.0,3300.0,1.1,"""楼号""",113.60229298402176,23.547973129655536,113.60884019757963,23.553843339774884
因个人发展，无暇兼顾，临街商铺,从化,街口中心区,临街门面?1层,从化大道南,197.0,100.0,0.02,"""道路""",113.60733813725578,23.57261701411435,113.61385534472768,23.57857119761144
学校门口 转租合伙合伙开的店意见不合转让2万人+5间学校，,从化,太平镇,档口摊位,广东南粤技工学校,70.0,2000.0,0.95,"""教育""",113.54916396227938,23.48904098607834,113.55564131790936,23.495051846801496
经营烧烤合同还有1年7月,从化,街口中心区,商业街店铺?1层,夜宴东北烧烤(街口店),200.0,1.0,1.67,"""购物""",113.5916215637195,23.552878064378296,113.59819890062312,23.558602471530344
青云公园正门旁，人流量大,从化,街口中心区,临街门面,青云路87号,70.0,5000.0,2.38,"""门址""",113.35444564305097,22.912914160646389,113.36098853111518,22.918665385435394
可以做饮品，餐饮类，自营自收款。灵活经营,从化,温泉,商业街店铺?1层,广州城市职业学院从化温泉酒店管理学院-西南门,35.0,1.5,14.29,"""教育""",113.30671400013294,23.106355010438617,113.31319573112373,23.112411901820278
经营中靓铺带技术转让,从化,街口中心区,商业街店铺?1层,张一茶轻食餐厅,100.0,8000.0,2.67,"""餐饮""",113.59295752367349,23.547878464516207,113.5995319854725,23.55361718780534
从化临街手机店生意转让。,从化,街口中心区,临街门面?1层,城南路32号,23.0,2573.0,3.73,"""门址""",113.59521819931917,23.54408484519107,113.60178622176032,23.54985050781757
学校内宿舍楼下，学生上下课必经之地,从化,太平镇,商业街店铺?1层,广州通用职业技术学校,100.0,3000.0,1.0,"""教育""",113.55286201657109,23.500866020077408,113.55935604244567,23.506811746873419
社区底商，核心地标小区,从化,太平镇,社区底商?1层,从化区珠江壹城,39.13,2400.0,2.04,"""道路""",113.53190117589303,23.478413971769844,113.5383278879293,23.484687224028435
因事回老家，低价转让，设备水电齐全。,从化,街口中心区,商业街店铺?1层,欣荣宏国际商贸城,50.0,5500.0,3.67,"""NoClass""",113.59749513429455,23.537686443893834,113.60405378758785,23.5434821568574
对面是个大学，每一年免租一个月餐饮店转让,从化,太平镇,临街门面?1层,太平,88.0,4000.0,1.52,"""区县""",121.68538413680544,42.01696785414082,121.69177773293043,42.02332356564009
从化地铁口临街一楼餐饮店转让，对面是个大学,从化,太平镇,临街门面?1层,太平,86.0,4000.0,1.55,"""区县""",121.68538413680544,42.01696785414082,121.69177773293043,42.02332356564009
中心地段附近配套完善,从化,街口中心区,商业街店铺?1层,成功路,130.0,6500.0,1.67,"""道路""",113.59526976205541,23.55048351135754,113.60183858662986,23.55625002559445
业主出租铺位仓库 不收中介费,从化,太平镇,商业街店铺?1层,雄鹰修理厂,670.0,8800.0,0.44,"""汽车服务""",113.49322315446114,23.442624082732978,113.49972680315469,23.448684464608954
低价转让，有意者来看看,从化,太平镇,临街门面,南尚家具城,66.0,2500.0,1.26,"""购物""",113.48823782837407,23.4382619146908,113.49476208928445,23.444234218005094
烧烤店 可改做音乐餐吧，临街商铺附近无竞争，顶手可直接开档,从化,街口中心区,临街门面,镇北路,38.0,2600.0,2.28,"""道路""",113.59837116182759,23.55874247486454,113.60492915228785,23.564551199205409
可转让或合作办公分摊铺租,从化,街口中心区,写字楼配套?1层,碧溪小区,66.0,1500.0,0.76,"""地产小区""",113.59643730524009,23.54908706061746,113.60300292411795,23.554868941197637
新城小学对面，周边小区围绕，没精力打理，营业中转让,从化,街口中心区,社区底商?1层,威记稻香肠粉,45.0,4000.0,2.96,"""餐饮""",113.59214311989841,23.54705264697795,113.59871930765053,23.55278247299532
出租从化街口中心区临街门面,从化,街口中心区,临街门面?1-2层,御景世嘉,260.0,4000.0,0.51,"""地产小区""",113.60863717685334,23.53675404387821,113.61515727089285,23.542732864032943
从化区在营体验馆转让 带品牌 一对一工作室,从化,从化,商业街店铺,冠中汇创意园(奥宝设计谷),216.0,5000.0,0.77,"""NoClass""",113.60352941172529,23.543909423647464,113.61007148291528,23.549800007564654
广东中职学校奶茶店招租,从化,太平镇,商业街店铺?1层,广东南粤技工学校,60.0,1.2,6.67,"""教育""",113.54916396227938,23.48904098607834,113.55564131790936,23.495051846801496
职业学院校园内旺铺转让,从化,太平镇,商业街店铺?16层,广州通用职业技术学校,466.0,2.3,1.65,"""教育""",113.55286201657109,23.500866020077408,113.55935604244567,23.506811746873419
15000人的全新本科大学食堂档口招有经验的商家,从化,太平镇,档口摊位?1-2层,华南农业大学珠江学院,30.0,8500.0,9.44,"""乡镇""",113.54939276069269,22.707647221324565,113.55591005813828,22.713661942694963
河东北路3号 ???停车场车位及商铺出租,从化,街口中心区,临街门面?1层,河东北路3号,300.0,1500.0,0.17,"""门址""",113.6026268841797,23.55163205424398,113.60917300043153,23.557507772506719
环市东路临街旺铺人流量大免转让费,从化,街口中心区,临街门面?1层,奥特龙润滑油,75.0,5300.0,2.36,"""汽车服务""",113.77897162183531,23.748336309458649,113.78542150309471,23.754520296681226
房东自己商铺闲置出租可出售,从化,街口中心区,临街门面?1层,旺城广场,82.0,3000.0,1.22,"""地产小区""",113.5781863268556,23.561621414969868,113.58477276081347,23.56728554879694
临街旺铺转让，旁边商超菜市场，周边万人大学和工业园,从化,太平镇,临街门面,派乐汉堡(丰盈二巷店),40.0,2700.0,2.25,"""餐饮""",113.4979250651599,23.446657711065208,113.50440930453361,23.45279758308906
临街铺位 人流多 附近多学校,从化,街口中心区,临街门面?1层,新城东路,50.0,1.3,8.67,"""道路""",113.49820628419126,22.97256204082116,113.50468501706775,22.978705390417735
住宅小区的底商，社区出入口处，临近街道。,从化,街口中心区,社区底商?1层,物业服务中心,48.67,3000.0,2.05,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
从化太平区，工业园区，大学校院区,从化,太平镇,档口摊位?1层,正宗重庆石锅鱼烤活鱼,140.0,2800.0,0.67,"""餐饮""",113.28890141035092,23.34558167560248,113.29533319976348,23.351884128443868
从化临街，大型商铺火热招租2230方,从化,街口中心区,商业街店铺?1层,国美电器(广州从化店),2200.0,6.6,1.0,"""购物""",113.60255007905863,23.55026478351518,113.60909652638478,23.556139247417457
广州市从化区江埔街河东肉菜市场临街商铺招商,从化,街口中心区,临街门面?1层,河东肉菜市场,250.0,3.6,4.8,"""购物""",113.60236862134568,23.55059987342584,113.60891568088295,23.55647134707666
因小孩升学问题转让。有意者加微信私聊或电话:[抱拳][抱拳],从化,鳌头,社区底商?1层,三将军连心街,90.0,2600.0,0.96,"""村庄""",113.5511281072763,23.55380960339962,113.55765147346939,23.55979347516125
市中心新装修，可外卖可堂食,从化,街口中心区,商业街店铺?1层,荔香村-5幢,120.0,2600.0,0.72,"""楼号""",113.59417966831943,23.554492932054456,113.6007507781481,23.560245786360935
公寓小区出入口的便利店转让,从化,街口中心区,社区底商?1层,碧桂园从化1960,40.0,4250.0,3.54,"""地产小区""",113.59953797085412,23.556165999600539,113.6060933466718,23.56199236180541
急转营业中的商铺，厨房厕所阁楼仓库齐全,从化,街口中心区,临街门面,壹海西餐甜品,50.0,4500.0,3.0,"""餐饮""",113.5909673278168,23.55334631926936,113.59754593732015,23.55906420432095
临近街道，有停车位，可做超市、餐饮，汽车维修等,从化,鳌头,临街门面,旗杆墟,80.0,2000.0,0.83,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
因本人高龄怀孕.身体原因无法经营,从化,街口中心区,临街门面?1层,旺城大道48号,65.0,3380.0,1.73,"""门址""",113.5800919023333,23.561977261581789,113.58667844366953,23.567639814544827
营业中餐饮旺铺转让（双铺面）,从化,街口中心区,临街门面?1层,广东省广州市从化市七星路10,50.0,2600.0,1.73,"""门址""",113.60606326207645,23.544631565867836,113.6125965339919,23.55056570976734
欣荣宏商业街全新装修品牌餐饮转让/带技术,从化,街口中心区,商业街店铺,海i东路56号,45.0,7500.0,5.56,"""门址""",113.59578098772097,23.536522620115247,113.60234374001758,23.542294788258784
七字通道位，人流大，,从化,街口中心区,商业街店铺?1层,碧桂园从化1960,28.0,3800.0,4.52,"""地产小区""",113.59953797085412,23.556165999600539,113.6060933466718,23.56199236180541
位置很好，学生上下课必经之路,从化,太平镇,档口摊位?1层,广东动漫城,20.0,7000.0,11.67,"""工业园区""",113.5543439511704,23.502068356944599,113.56084404652562,23.507988269219554
出租从化旺城临街旺铺，靠近公交车站,从化,街口中心区,商业街店铺?1层,广东省广州市从化区旺城大道141号-东50米,63.0,4300.0,2.28,"""门址""",113.57790982841974,23.5619812365908,113.58449594529283,23.567645830238189
独立门面，装修好，现在是作为办公用。交通，停车方便。,从化,街口中心区,临街门面?1层,嘉东广场地下停车场-出入口,50.0,1600.0,1.07,"""地产小区""",113.57402896895681,23.560901106231037,113.58061270353913,23.566580319326069
出租从化街口中心区商业街店铺,从化,街口中心区,商业街店铺?1层,从城大道278号,110.0,2.0,6.06,"""门址""",113.59626966591824,23.539935540485926,113.6028331009284,23.545714614330409
商业街，所在在地段租金不贵,从化,街口中心区,临街门面?1层,广东省广州市从化区环城路216号,50.0,4500.0,3.0,"""门址""",113.58155533183911,23.554147251518775,113.5881448830367,23.55981160171897
位置靓，靠近地铁。。。。。。。。,从化,街口中心区,临街门面?1层,从化大道南,80.0,3300.0,1.38,"""道路""",113.60733813725578,23.57261701411435,113.61385534472768,23.57857119761144
出租大学食堂档口摊位,从化,街口中心区,档口摊位?1-2层,广东省科技干部学院珠海分校,2800.0,1.2,0.14,"""教育""",113.3697733401321,23.15013992581912,113.37626449113628,23.156133914199779
旺铺转让镇北路143【二姑娘烧烤】,从化,街口中心区,临街门面?1层,镇北路,30.0,2800.0,3.11,"""道路""",113.59837116182759,23.55874247486454,113.60492915228785,23.564551199205409
街口160-320平办公室仓库档口出租,从化,街口中心区,临街门面?1层,广州5号公寓(丽景别苑南店),320.0,5600.0,0.58,"""宾馆""",113.60980739944078,23.538144731333096,113.61632404219528,23.544144594794248
学生人流多 有阁楼 一样的面积,从化,街口中心区,商业街店铺?1层,小海北25号咖啡,80.0,2500.0,1.04,"""餐饮""",113.60878890065392,23.535548382850967,113.61530761500716,23.541529734434449
校园旺铺！适合做早餐！寿司，卤味，炸串！人流量较多！欢迎考察,从化,太平镇,档口摊位,广州通用职业技术学校,20.0,7000.0,11.67,"""教育""",113.55286201657109,23.500866020077408,113.55935604244567,23.506811746873419
三百洞村农庄转让,从化,太平镇,其他?1层,三百洞村,700.0,1000.0,0.05,"""村庄""",113.56253748555476,23.4823811800803,113.569062432651,23.48816952063157
欣荣广场商场二楼的商铺,从化,街口中心区,商业街店铺,欣荣广场,117.0,6600.0,1.88,"""购物""",113.59585312165339,23.538746474452045,113.60241705657477,23.54451987580026
欣荣宏广场【美容机构】带客转让,从化,街口中心区,社区底商?1层,欣荣广场,140.0,5000.0,1.19,"""购物""",113.59585312165339,23.538746474452045,113.60241705657477,23.54451987580026
装修新净，临街铺位，带办公用具，从事停息挂账，包教技术,从化,街口中心区,商业街店铺,文昌路,77.0,1000.0,0.43,"""道路""",113.40281068208215,22.988194019547874,113.40923430840667,22.99452889743702
出租从化街口中心区其他,从化,街口中心区,其他?1层,文昌路,77.0,1000.0,0.43,"""道路""",113.40281068208215,22.988194019547874,113.40923430840667,22.99452889743702
三四五已经租出去做宿舍楼，现出租一楼和二楼,从化,太平镇,临街门面?2层,太平镇,75.0,2000.0,0.89,"""乡镇""",113.48816937749422,23.437179431900213,113.49469432562488,23.44315061037991
两万人大学旁边广场一楼，楼上学生公寓。,从化,太平镇,写字楼配套,新光百德广场,35.0,3000.0,2.86,"""NoClass""",113.49810167202311,23.454294026965785,113.50457847597517,23.460435363689184
铺位出租位于江埔街锦三小学旁,从化,街口中心区,商业街店铺?1层,锦联小学,70.0,1500.0,0.71,"""教育""",113.5997585946873,23.507994459525319,113.60628310930706,23.513817959798936
从化地标项目地铁上盖适合各行各业,从化,从化,商业街店铺?1层,欣荣广场,700.0,210.0,100.0,"""购物""",113.59585312165339,23.538746474452045,113.60241705657477,23.54451987580026
溪桥忽见――-转让，位于河堤桥口,从化,街口中心区,临街门面?1层,红荔新村,50.0,3500.0,2.33,"""地产小区""",113.60221150771203,23.54815078189628,113.6087590168395,23.55401966006056
从化区太平镇步行街商铺超低价,从化,太平镇,商业街店铺?1层,回归路2号,30.0,990.0,1.1,"""门址""",113.49766904808965,23.447519971651457,113.50415346210747,23.453655511798389
都是学生为主，都是校内,从化,从化,商业街店铺?1层,广州南洋理工职业学院,18.0,1.5,27.78,"""教育""",113.62174336440903,23.586676529713765,113.62819583840568,23.592871769290324
智汇国际临街商铺出租,从化,太平镇,商业街店铺,智汇国际,66.0,3800.0,1.92,"""商务大厦""",113.4980068109613,23.452764777183796,113.50448541441271,23.45890487625048
因本人开着公司，店长因家庭原因辞工被迫转让！,从化,街口中心区,临街门面?1层,从化大道南155号,130.0,3200.0,0.82,"""门址""",113.5944014150345,23.533093582368396,113.60096527499222,23.53884774796251
临街商铺品牌包子店转让,从化,从化,临街门面,从化客运站地铁站-C1口,72.0,4800.0,2.22,"""长途汽车站""",113.60566396527739,23.533989024802108,113.6121929530067,23.53991502352204
菜鸟驿站转让，因老板挣不过来，月收入2.5w+,从化,街口中心区,社区底商?2层,菜鸟驿站(广州从化新城店),80.0,3600.0,1.5,"""地产小区""",113.59195357743588,23.546839213991999,113.59853014333506,23.552567038410623
所有车辆进出人口都能看到的位置,从化,太平镇,商业街店铺?2层,轩景路,92.0,6200.0,2.25,"""道路""",113.53543740493869,23.475945273408628,113.5418742408022,23.482177537991697
出租从化街口中心区临街门面,从化,街口中心区,临街门面?1层,街口镇,100.0,3000.0,1.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
旺铺转让，接手即可开赚。可以续期3年以上,从化,街口中心区,临街门面?1层,联城旺城百货,100.0,5200.0,1.73,"""购物""",113.57893883738108,23.56362745955325,113.58552422449289,23.56929032009774
由国家卫健局颁发的医疗机构，有内科，中医科，牙科医疗机构,从化,街口中心区,临街门面,从化康正诊所,150.0,8000.0,1.78,"""医疗""",113.59073610397862,23.545860912872184,113.5973149967881,23.55157654442697
江埔街道 河东北路3号 停车场???商铺,从化,从化,档口摊位,河东北路3号,300.0,1500.0,0.17,"""门址""",113.6026268841797,23.55163205424398,113.60917300043153,23.557507772506719
碧桂园1960 电竞公寓转让,从化,街口中心区,其他?3层,碧桂园从化1960,46.0,8800.0,6.38,"""地产小区""",113.59953797085412,23.556165999600539,113.6060933466718,23.56199236180541
汽修厂转让五卡两楼层,从化,街口中心区,临街门面,从化区环市东路395号,300.0,7000.0,0.78,"""门址""",113.61443403213787,23.553541024688696,113.62093702210339,23.55962343800003
位于从化太平镇商业街铺位30-45方,从化,太平镇,商业街店铺?1层,太平镇,45.0,1500.0,1.11,"""乡镇""",113.48816937749422,23.437179431900213,113.49469432562488,23.44315061037991
转让/转租广州从化溪头村民宿别墅,从化,街口中心区,其他,溪头旅游村,360.0,2.0,1.85,"""旅游景点""",113.87363200220679,23.719127988711536,113.8800482712274,23.72544735986202
临街旺铺旺城大道133号,从化,从化,临街门面?1层,从化市旺城大道133号,72.0,5600.0,2.59,"""门址""",113.57822180992325,23.56245202586011,113.5848077567805,23.568115996133739
经营中火锅店带技术整体转让（中介免打扰)因有其他生意顾及不来,从化,从化,临街门面?1层,河东北路,230.0,7000.0,1.01,"""道路""",113.6090324312776,23.552145615600943,113.61555546949067,23.558132390272033
本店转让，同行,从化,太平镇,临街门面,缘梦养生馆,66.0,2500.0,1.26,"""休闲娱乐""",113.48814467409271,23.438174215599515,113.49466931392337,23.44414487348942
职业技术学院园内旺铺转让,从化,太平镇,商业街店铺?16层,广州通用职业技术学校,466.0,2.3,1.65,"""教育""",113.55286201657109,23.500866020077408,113.55935604244567,23.506811746873419
万人大学，临街旺铺，对面和旁边都是商超，隔壁是菜市场,从化,太平镇,临街门面,派乐汉堡(丰盈二巷店),40.0,2700.0,2.25,"""餐饮""",113.4979250651599,23.446657711065208,113.50440930453361,23.45279758308906
位于街口中心姓谭围，交通便利,从化,街口中心区,商业街店铺?1层,广州5号公寓(丽景别苑南店),360.0,5600.0,0.52,"""宾馆""",113.60980739944078,23.538144731333096,113.61632404219528,23.544144594794248
旺城百货旗下便利店转让，客流稳定，营业额每日稳定3千＋,从化,街口中心区,临街门面?1层,联城百货便利店(旺城南路店),100.0,5200.0,1.73,"""购物""",113.57880966104878,23.56131798809192,113.58539645116001,23.566981282809239
市区商务酒店整体出租,从化,街口中心区,临街门面,河东海鲜冷冻品及干货交易,1500.0,5.0,1.11,"""区县""",117.25841295306803,39.134487325955117,117.26485906437937,39.14069224825337
旺铺出租房东自己房子,从化,街口中心区,临街门面?1层,旺城,82.0,3000.0,1.22,"""地产小区""",113.5781863268556,23.561621414969868,113.58477276081347,23.56728554879694
