托育店铺,地址,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
佑升辅导,中山六路惠吉东路17号1楼,113.2661471,23.13222932,113.2725757,23.13847961
棉村托儿所,海南棉村181号,113.2232343,23.06424887,113.2298212,23.06991787
五六点智慧托管,沙太南路鸿辉高级写字楼2楼201-204室,113.3378469,23.17755901,113.3444316,23.18322434
宝园教育,贤藏街67号1层,113.2698882,23.12983224,113.2763088,23.13612152
童心托管辅导中心,水荫四横路65号101室,113.3186573,23.15392626,113.3251816,23.15977613
童话镇,三堂路南阳里小学（第二校区)东北侧,113.3667645,22.94106782,113.3732936,22.94701402
壹佰度教育,中海花湾壹号D区北门旁,113.2478159,23.07619424,113.2543424,23.08215926
蓓蕾教育咨询部,马岗大街石化小学东北侧约40米,113.4814911,23.1095157,113.4880116,23.11536709
贝贝加国际保育园,金碧世纪花园会所4楼,113.4358903,23.12051782,113.4423942,23.12641101
鸿学堂,江海街艺苑南路244号金影花园南门,113.3271958,23.09778624,113.3337524,23.10352031
晓远托辅中心,桥南路南郊村顺宁路8号,113.3711539,22.93057659,113.37766,22.93659922
荟俊托管辅导中心,桥南路一巷10号,113.2714313,23.13533631,113.27785,23.14163864
德宝教育（华阳校区）,信成小区6号,113.3389179,23.14555529,113.3454738,23.15121308
南箕托儿所,南箕中约大街14号,113.2769354,23.07266935,113.2833865,23.07900877
祝博士（金沙洲沙凤校区）,汇瑞街68号二楼,113.2032632,23.16494604,113.2098127,23.17072973
大拇指托管中心（经述路）,经述路与岗心路交叉口东20米,113.3478788,22.91605868,113.3544378,22.92174635
睿庭教育托辅中心,桥南街南庭路266号,113.3801637,22.92980157,113.3866384,22.93597611
无忧托管辅导中心,东涌路90号二楼,113.3734913,22.94109602,113.3799963,22.9471614
优智嘉教育,东涌路92号1楼,113.3735668,22.94141544,113.3800717,22.94748217
精准托管所,员村街道员村西街4号大院(侨颖苑)2层104室,113.365391,23.12512109,113.3718886,23.13103594
金智慧素质成长中心（金港湾购物广场店）,大龙街城区大道283号金港湾购物广场F2层,113.412288,22.94385661,113.4187515,22.95013258
筱葵园托管中心,东横一路宏泰创空间2楼209室,113.4367804,22.95791632,113.4433223,22.96380166
筱葵园托儿所管中心食堂（东圃店）,东圃小学门口对面二楼,113.4037675,23.12276693,113.4101812,23.12909683
尚堂,桥南街道聚宝路3号,113.376592,22.92844998,113.3830771,22.93456675
中正,西城路287号,113.3583327,22.93645376,113.364887,22.94226171
阳光托管,红山街道姬堂乐善上街52号,113.4817336,23.10061272,113.4882621,23.1064698
IQ博士,淘金街11号,113.2936437,23.14659739,113.3000785,23.15285159
贝贝育儿中心,环山路与围仔大街交叉口东北40米,113.2991275,22.96999966,113.3056001,22.97618486
优博学,桥南街南庭路242号,113.3796783,22.92990151,113.3861547,22.93606856
优博学,桥南街南庭路242号,113.3796783,22.92990151,113.3861547,22.93606856
韵乐生活馆・双语托管（桥东店）,东涌路130号,113.373243,22.94250382,113.3797494,22.94856496
Sunny文化托辅中心,碧莲路222号,113.362051,22.92172649,113.3685805,22.92758935
诺诚教育中心,大西路132号,113.3680543,22.94180159,113.3745792,22.94777061
Sunny文化托辅中心（锦庭店）,锦庭路236号,113.3797606,22.92987563,113.3862367,22.93604395
领航托管,港湾一村13栋105房（大沙地地铁站C口步行470米),113.4523844,23.10659572,113.4589417,23.11228071
彼芯课后成长中心（华阳中心）,信成南街宏景台三楼c区,113.3373222,23.14518436,113.3438773,23.15084488
多向托管,小北路52号粮贸大厦F2层,113.2783059,23.13893223,113.2847193,23.14526715
嘉家托管,长兴路105A2栋505-506室,113.356011,23.17477445,113.3625712,23.18054985
花园教育,城内路与城内路一巷交叉口西约60米,113.5898491,23.55356825,113.5964298,23.55927579
习优教育（大西路店）,三堂路南阳里小学（第一校区)西侧约50米,113.3683268,22.94237128,113.3748509,22.94834518
福慧托管辅导中心,福涌村福兴路二街4号,113.3452518,22.92403653,113.3518221,22.9297101
沐洋瀚文,顺宁路与南康二巷交叉口西北20米,113.3724273,22.93084661,113.3789291,22.93689185
师路育儿托管,西城路181号,113.360127,22.93708447,113.3666763,22.94291948
阳光托管,英贤路15号,113.5583419,22.71310691,113.56489,22.71896667
博学托管培训中心,淘商城电子商务创意产业园西南门旁,113.374638,22.93633703,113.3811363,22.94242181
贝思少儿托管中心,南郊村B区南康大街4号,113.372587,22.93079485,113.3790882,22.93684291
乐瑶园教育托管.辅导.艺术,德贤路604号（君华御府东门),113.3630335,22.92159051,113.3695597,22.92746952
酷爱学托管,亚运大道辅路与兴亚大道交叉口西行150米路南亚运城天成,113.481629,22.95160298,113.4881778,22.95746244
国小安亲托管,象岗街34号,113.2825666,23.15025905,113.2889882,23.15659388
爱玛托管班,象岗街与下塘新村二巷交叉口东南100米,113.2822865,23.15132919,113.2887089,23.15766485
成长学生托管辅导社,西城路281号,113.358428,22.9364714,113.3649821,22.94228074
一心托辅中心,三堂路四巷1号,113.2714313,23.13533631,113.27785,23.14163864
学通托辅中心,顺宁路3号,113.3714972,22.93058691,113.3780021,22.93661563
旭升家庭服务部,二i西街1巷2号,113.378759,22.92324974,113.3852319,22.92940099
一同学,顺宁路南郊村-B区,113.3735899,22.93065731,113.3800874,22.93672296
习乐托管中心,育龙路龙岐螺阳小学西北侧,113.3557414,22.92768643,113.3622958,22.93345703
全优托管中心（沙坑大道）,沙坑大道43号,113.3529752,22.91748775,113.3595261,22.92322268
博雅托辅中心,南华路123、125、127号商铺,113.3956124,23.01085718,113.4020256,23.01718446
如意教育,东涌路114号,113.3733339,22.94207441,113.3798398,22.94813711
澳美加全日托,环市东路500号广发花园幸运阁,113.3152638,23.1401157,113.3217658,23.14601973
三乐教育,逸彩路小美医生二楼,113.2215144,23.13377418,113.2280644,23.13943166
童佳学习吧,大西路143号,113.3681363,22.94165673,113.3746607,22.94762719
晨童托辅,三堂路94号,113.3673478,22.94292175,113.3738756,22.94887837
五六点智慧托管,育才街1号205、206房,113.2185101,23.38072506,113.2250635,23.38638301
学倍优托辅中心,新中路6号之一202号,113.2168982,23.3767302,113.223449,23.38239122
创想教育托管,东华东路388-7号首层,113.2935731,23.12770431,113.3000011,23.13395794
悦享学成长中心,中山大道绿茵街9号,113.3950524,23.12839617,113.4014658,23.13472102
华外APEP爱培学园（优托邦店）,科学大道193科学城商业广场F2层,113.4591142,23.1736829,113.4656965,23.17934552
奇特小镇,市桥街富都城捷进中路3号上轩广场F2层,113.3751614,22.95654904,113.3816615,22.96264358
新塘学舟托管辅导中心,桂花路新塘镇第二小学东侧,113.6197039,23.12109888,113.6261527,23.12726115
三点半互助托管中心,东沙村兴发路,113.3700621,22.96885203,113.3765726,22.97485532
晖扬文化艺术特色托管,玉兰东路与紫荆东路交叉口东150米,113.3629792,23.14552082,113.3694907,23.15139584
金苹果看护点,岑村圣塘大街二巷23号,113.3945171,23.16156132,113.400952,23.16788791
鸣人教育,繁华路90号,113.3661608,22.94804243,113.3726941,22.95397847
东方托管中心,岑村松岗小区7巷2号,113.3945171,23.16156132,113.400952,23.16788791
洪悦托管,农林下路78-2号附近（区庄地铁站B1口步行140米),113.302061,23.14185213,113.308517,23.14798613
安心托管（沙河塘寮街）,沙河大街左竹园14号,113.3386723,23.185473,113.3452607,23.19113771
启航托管,友爱路9号之1号102室,113.2973607,23.14676662,113.3038055,23.15297294
优师教育托管中心,东山街道署前路17号,113.3014354,23.12884265,113.3078858,23.13498602
亲仁托管,车陂路B12站,113.3987485,23.12463354,113.4051605,23.13096916
贝乐,南康六巷与顺宁路交叉口附近,113.3719988,22.93039811,113.3785018,22.93643569
文亮托管辅导班,派潭镇文政路102号,113.786674,23.49595523,113.7931431,23.50201053
太小阳托管,水荫二横路水荫路小学,113.3198208,23.1471751,113.3263428,23.1530054
小花园优童托管,福今东8号之1-10福今东8号大院福今东8号大院之五101室,113.3112497,23.13599963,113.3177356,23.1419736
启辰托学中心,乐宜路大同小学南侧,113.3976082,22.89872762,113.4040225,22.9050616
思学微塾,仁厚直街4前锋商务楼F1层,113.2700604,23.1076517,113.2764927,23.11394497
开心托管辅导中心,瑶东街与东联新街一巷交叉口北140米,113.6331948,23.14567168,113.6396163,23.15198845
童映学堂,共和八巷18号,113.2714313,23.13533631,113.27785,23.14163864
培正托管（培正店）,培正新横路21-23号,113.3043264,23.12422864,113.3107874,23.13032432
未来星托管中心,永发路5-21号,113.2714313,23.13533631,113.27785,23.14163864
华人教育托管中心,江南西路36号,113.2782061,23.10181881,113.2846352,23.10815676
小森林托管,陂吓路嘉汇・四季阳光东北侧约40米,113.8180546,23.30096572,113.8246415,23.30662961
雅智园幼儿托管中心,港湾西三街西200米,113.4472599,23.10877355,113.4538057,23.11450439
小森林托管,陂吓路嘉汇・四季阳光东北侧约40米,113.8180546,23.30096572,113.8246415,23.30662961
雅智园幼儿托管中心,港湾西三街西200米,113.4472599,23.10877355,113.4538057,23.11450439
成长教育托管辅导中心,桑田一路32号礼加诚购物广场对面,113.5759157,23.19301996,113.582503,23.19869094
姬堂小学-阳光辅导,黄埔街道姬堂小学,113.4710054,23.13767381,113.4775455,23.14338469
精灵艺术托管中心,大源东路92号,113.3643302,23.25080878,113.3708311,23.25670528
南浦幼儿早教中心,东乡广场东南（东乡二街）,113.2861009,23.05216035,113.2925468,23.05848539
翰林优幼教育,荔城大道300号4层,113.8132811,23.30231145,113.8198648,23.30799462
十牛城堡,迎星中路番禺儿童公园,113.3735839,22.96727206,113.3800831,22.97333797
乐学时校外托管服务中心,共和苑内（共和三巷46-48号首层）,113.3139793,23.12986871,113.3204741,23.13579439
上步托儿所,上步花园A2栋21号（上步地铁站D口步行450米),113.243375,23.176215,113.2499134,23.18210251
立星托管,员村三横路东巷1号二三楼,113.373921,23.12550597,113.3803878,23.13157142
思培学研社,五一新村大街南16号（沙园地铁站C口步行250米),113.2726907,23.09162396,113.2791347,23.09794089
科翰教育,繁华路57号繁华中心三楼,113.3692516,22.94769274,113.3757738,22.95368336
欣育托管,阳光假日园2层A29室,113.398103,23.134748,113.404515,23.14108264
大智森林,中山大道1100号,113.3652866,23.14392899,113.3717889,23.14984292
云熙教育,茶山路睿峰园一楼,113.3605759,23.15399238,113.3671028,23.15983006
明日之星托管班,新造镇新华路85号崇德市场对面,113.4255243,23.04241789,113.4320108,23.04849741
芽米国际保育园,大丰路18号大丰汇创意园D栋201号,113.3803,23.1555021,113.3867598,23.16167584
慧知幼儿托管中心,新庄三街1-3号,113.566542,23.19916681,113.5731124,23.2049108
德信托管辅导中心,新塘新村北街路7号,113.2714313,23.13533631,113.27785,23.14163864
旭日托管辅导中心,光明西路江龙学校,113.8250931,23.1385327,113.8316423,23.1441997
新目标托管中心,清布村清潭小学旁边,113.2679969,23.38754006,113.2744283,23.39381248
金紫里步星托管,金紫里东街34号2层,113.2957472,23.08699667,113.3022125,23.09322993
天树幼儿国际教育,远洋天骄广场B1栋2楼211室,113.3295006,23.02097606,113.336043,23.02668283
比芯课后成长中心,华穗路406号906室,113.3265013,23.13266028,113.3330347,23.13839778
奇特小镇婴幼儿日托中心（时代倾城校区）,时代倾城194铺,113.8525684,23.28501128,113.8590642,23.29105811
甄诚小初中托管中心,竹苑街18号104商铺,113.223022,23.38566705,113.2295779,23.39132886
艺墨托管中心,穗石村穗石大道38号,113.4185763,23.05540081,113.4250515,23.06159528
小宇宙托辅中心（潭山店）,潭山环村公路化龙第二小学,113.4642999,23.00609477,113.470848,23.01175907
前蔚托幼园,桃园路21号101房二层,113.3372029,22.9038316,113.3437562,22.90949226
智航教育托管中心,五斗街11号智航托管中心,113.8375411,23.28943921,113.8440928,23.29523379
瑞奇中小学托管辅导,东园六街南燕楼,113.5371799,23.07019863,113.5436565,23.07641446
唐老师托管辅导,友爱路一巷六号,113.2967633,23.1458478,113.3032057,23.15206226
亲子园太阳广场校区,天润路461号五楼,113.3458273,23.14972689,113.3523835,23.1554005
呈长乐园,江夏村学校北路3号尚毅大厦311房,113.2876422,23.21561829,113.2940825,23.22193222
裕苑街九巷8号托管,大简幼儿园,113.416759,22.87599128,113.4232006,22.88220578
巧多狮,番禺大道北555号,113.3564947,23.0003074,113.3630224,23.006083
筱葵园托管中心,吉山小学旁边,113.4354498,23.13807135,113.4419515,23.14397191
腾艺安亲托管中心,雅居乐剑桥郡瀚澜一街20号之2号,113.3912543,23.02898213,113.3976816,23.03528508
天之骄子双语乐园,木棉街11巷2号,113.2714313,23.13533631,113.27785,23.14163864
儒雅托管中心,富怡路17号2楼,113.4457175,22.96389004,113.4522827,22.96964348
智慧托管,石楼镇乐羊羊路38号亚运城天o1区7栋106,113.4973054,22.95259901,113.5037991,22.95873003
贝亲国际托幼公学,石井街石槎路981号5层,113.2492143,23.20583726,113.2557304,23.211826
慧优教育,南村壹号健康产业321,113.3685682,23.02150384,113.3750572,23.02747509
博贤托管中心,员岗村后底岗北路一号,113.3686505,23.02802591,113.3751438,23.03399956
欣欣托管（大石店）,岗东路55号附近,113.3150683,23.02423308,113.321572,23.03014099
家政托管,金碧二街金碧花园（石溪地铁站D口步行290米),113.2940828,23.0751279,113.3005505,23.08138334
启航托管中心,大石岗东路37号之一,113.3215446,23.02582518,113.3280706,23.03162927
早教,学园街金钻城市广场东侧约30米,113.6253875,23.29373488,113.63185,23.29998341
五六点托管（重文校区）,泰山路59号,113.4986135,22.97254437,113.5050909,22.97869429
小不点天地托管中心,民兴路东大街金色童年幼儿城堡东北侧,113.2897882,23.04469367,113.2962327,23.05099085
翰玛国际托管中心,荔景大道1号中区名门,113.8289772,23.29694827,113.8355547,23.30264693
汪嘟嘟的小院,淘金路淘金街20号-34号小区南侧,113.2940676,23.14602683,113.300503,23.15227593
智慧熊猫,金花直街34宜盛商务中心2层208室,113.2513662,23.13782136,113.2578432,23.14384197
开轩文物托管所,棠德东横路棠德花苑,113.3906776,23.14001659,113.3970994,23.14631357
小学士托管,增江街增江路1号11栋首层,113.8499646,23.29193016,113.8564762,23.29793187
洛溪新城小学-知了托管,如意三马路与康宁东路交叉口东北20米,113.3037301,23.04863948,113.3102164,23.05475082
hh辅导托管中心,南村镇樟边村隔田坊大街二巷8号之二,113.3896793,22.99049528,113.3961099,22.9967849
明爱教育（第四分店）,胜石环村西路10巷2号,113.3129002,22.98314384,113.3194074,22.98909177
学思托管,丹桂园大街9巷7号,113.2714313,23.13533631,113.27785,23.14163864
乐洋洋智慧托管（亚运城天韵店）,兴海路93号11栋107号,113.2714313,23.13533631,113.27785,23.14163864
博思托管中心,江南村南里路2号3幢301室,113.3832141,23.00032628,113.389653,23.00653982
天天向上课后托管中心,蚧地街太平中心小学北侧约70米,113.488891,23.44077201,113.4954116,23.44675567
天河区丰乐社区安亲托辅中心,中山大道棠东村官育路18号（棠东小学门前50米）,113.3910582,23.13374137,113.397477,23.14004101
NewHope,黄石街道黄石北路白云尚城一期会所一楼,113.29079,23.21843271,113.2972328,23.2247201
启航托管中心,小塘坊新区大街与为民北路交叉口西220米,113.3882787,22.99355867,113.3947095,22.99983416
奇特小镇婴幼儿日托中心（桥南江畔校区）,桥南街逸祥大街2号2层202号,113.3751689,22.93524169,113.3816646,22.94133546
全优家托管辅导中心,小龙村祠堂西街北二巷25号,113.4423065,22.96755398,113.4488598,22.97335196
暖心托管,长兴路天鹅花园A栋,113.357675,23.17498799,113.3642306,23.18078628
康乐托辅,康乐路92号,113.3659723,22.95037124,113.3725063,22.95630401
乐乐托儿所（旺城南路）,旺城大道88号,113.5795814,23.56156436,113.5861682,23.56722704
贝安亲（华发中央公园店）,华发中央公园省实旁,113.2435251,23.07140349,113.2500677,23.07729449
爱思托管中心,穗花南街8号,113.2842537,23.10138466,113.2906847,23.10771582
人之初托管,沙湾街道,113.3529233,22.91367239,113.3594705,22.91940596
清华托管,井三新内街12号,113.2714313,23.13533631,113.27785,23.14163864
比芯课后成长中心,华联创意园,113.2908473,23.23257034,113.2972766,23.23885439
里享家托管教育中心,锦绣天伦四街4-6号,113.2714313,23.13533631,113.27785,23.14163864
童趣之家,华强路2号富力盈丰大厦a座,113.3234024,23.13182013,113.3299277,23.13759668
未来希望幼托,塘寮街沙东大街小区,113.3170424,23.16032695,113.3235678,23.16620449
学优托管班（五羊店）,五羊北小区A4栋地02室,113.319598,23.12747798,113.326112,23.13331027
好苗子托管辅导中心,环城西路37号,113.3694514,22.94489995,113.3759723,22.95089401
启航托辅,潭山小学潭山路65号,113.4662129,23.0066542,113.472759,23.01232774
智登宝贝,黄埔大道中翠湖山庄27-28号铺,113.3595705,23.13290721,113.3660871,23.13872663
托儿思,员村西街与乐学街交叉口西南约80米,113.2720872,23.22812539,113.2785153,23.23443479
培英托管,小乌新街234号,113.4366226,22.87130089,113.443135,22.87718303
阳光托管（坭紫村前大路）,坭紫村洪圣涌五巷四号,113.6443884,23.12128717,113.6508033,23.12761556
明智托管,东涌镇盛发西街二巷6-1号,113.4570279,22.89506987,113.4635768,22.90072979
金太阳托管,盛发西街与东华街交叉口北20米,113.4575416,22.89484926,113.4640907,22.90050788
小红帽托管中心,南庭路72号,113.3773432,22.93039528,113.3838275,22.93652491
小红花,洛浦街道上村如意路3巷10号,113.3084482,23.04708199,113.3149497,23.05311102
A课后托管中心,经述路1号102室,113.3438684,22.91210641,113.3504278,22.91777174
创意教育托管中心,中新镇食饭台,113.6154348,23.2960778,113.6219298,23.30217648
育群托管班食堂（丹桂园店）,丹桂园大街四巷1号,113.3645904,22.95317523,113.371129,22.95908409
远大小状元学习中心,洛浦街百事佳花园临江楼二楼,113.3063108,23.04303363,113.3128006,23.04909951
翎荟学院,宝业路576号-6,113.2684968,23.09760407,113.2749422,23.10388458
乐学之家培训托管中心,宁西市场兴旺街17号,113.5801668,22.75327666,113.5867225,22.75893342
领悦教育,江南中街道江南中穗花新村13号（崴帝斯健身游泳会所旁）,113.2831682,23.1018518,113.289598,23.1081866
小天才托管辅导中心,康乐路康乐园5号一座,113.366896,22.95052399,113.3734267,22.95647293
腾龙托管中心,大敦村创新北路（顾康多药房),113.6747349,23.13139723,113.6812324,23.13730957
朗阅托管中心,中海花湾锦佳四街6号115室,113.3218832,23.08063964,113.3284402,23.08644489
五年三班亲亲家园儿童托管,兴发大街169号2楼,113.5833828,22.75386715,113.589937,22.75952912
童心托管中心,青年路东兴楼3楼,113.4074688,23.12436948,113.413886,23.13068019
新果托幼园,双桥8号荔水街3号101房,113.2609046,23.18199263,113.2673849,23.18817992
全A+少儿托管中心,桥南街南平路1巷号101铺,113.2825971,22.93119419,113.2890398,22.93753309
萌星托管（富城商场店）,捷进中路瑞华苑,113.3728564,22.95779453,113.3793641,22.96384885
五六点智慧托管,雍逸华庭东门西北130米,113.3820929,22.9297742,113.3885618,22.93597741
向日葵托管辅导中心（三稳涌西街）,文稳街与909乡道交叉口西80米,113.4354035,22.89059423,113.441903,22.89649528
育才托管辅导中心（西华路）,西一小学西北门旁,113.2778662,23.05402654,113.2843106,23.06036693
启帆托管班（石楼清流村店）,石楼镇东窖桥候车亭隔壁,113.5065281,22.91416255,113.5129699,22.92042062
今诺托管成长中心（碧桂园店）,荔城街荔星大道8-301-302室,113.8100702,23.29900999,113.8166473,23.30471704
德才托管,马岗顶北街与泰沙路交叉口西南80米,113.2921668,23.0914855,113.2986195,23.09776044
班长之家,莲花山海鸥桥底,113.2714313,23.13533631,113.27785,23.14163864
利民托儿所,桥南街上奥东街6巷8号,113.3751689,22.93524169,113.3816646,22.94133546
十牛小镇（南国奥园店）,悉奥路商业街5座203室,113.3270036,22.99047324,113.333547,22.99620691
五六点智慧托管,德贤路590号,113.3628686,22.92191905,113.3693957,22.92779539
彩虹教育金贝儿托幼,民安路与东乡五街交叉口西南40米,113.285251,23.04952114,113.2916938,23.05585014
天湖晨曦艺术托管中心,康乐西路（太平第二中学西南侧),113.4867702,23.44103667,113.4932984,23.44698276
向阳托管,龙兴中路永兴小学南侧约110米,113.3347335,23.27328717,113.3412939,23.27895862
育优托管,保利星海小镇（榄核二小正对面）,113.35724,22.84078243,113.363799,22.84657509
培优文化托管,吉祥北园A区,113.304976,23.04811804,113.3114661,23.05420808
卓聪托管,进港大道28号3楼,113.553911,22.80624591,113.5604312,22.8121779
育苗托管辅导班,花园路七巷与花园中路交叉口东南40米,113.4912986,23.4377612,113.4978119,23.44378805
启点托辅中心,牌坊路52号,113.2352108,23.19627717,113.241778,23.20204343
东新街儿童看护点,吉山村大园街15号,113.1995721,23.23465291,113.206092,23.24048695
学生哥托管辅导中心,裕兴西街2号2/3楼,113.5547234,22.80532225,113.5612455,22.81123994
启航托管班,民生路三街,113.2714313,23.13533631,113.27785,23.14163864
晋级托管,奥园金莎广场银座103铺,113.2714313,23.13533631,113.27785,23.14163864
传知学堂,德祥路8号,113.3794588,22.94016015,113.3859431,22.94632525
