name,address,gcj02_lon,gcj02_lat
星学堂托管教育,横岭四巷与横岭七巷交叉口东240米,113.140854,23.466119
北京书香源教育(花都托管辅导中心),狮岭镇教育东路12号3楼,113.154436,23.461912
小熊托托早教托育(风神中心),风神大道18号1区1栋110号,113.157749,23.379022
马溪早教托管中心,花港大道与南岳大街交叉路口南侧,113.1605138,23.36946762
保利城佳杰儿托育,保利城北街33号,113.163934,23.376932
学乐托管,教育东路7号附近,113.1664461,23.47468528
婴幼儿托育,学府路与学府一街交叉口东南120米,113.175027,23.427726
小宝贝幼托,侧斌街与均一东街交叉口东约80米,113.1843778,23.4731063
培英前程托管中心,工业大道广纸北一路东四街4号铺,113.189348,23.3787768
优质托管,望亭路15-37号,113.1964925,23.38156933
金宝贝托管,花都雅居乐锦城花语集346号商铺,113.2013507,23.42773047
蒙森谷国际托育中心(蒙特梭利儿童之家),藤业一路58号蒙・森谷国际托育中心,113.202157,23.146697
乐鲸灵婴幼儿托育・早教中心（花都锦城花园校区）,新华街花都永发路5号之七十八102铺-101,113.2025806,23.42868788
晟睿托管服务中心,南航大道北益群学校西侧约30米,113.2027561,23.48277611
康康托儿所（龙溪西路）,龙溪凤池村262号,113.2059868,23.08086941
东新街儿童看护点,吉山村大园街15号,113.206092,23.24048695
利贞托育中心,新华商业大道9号,113.207008,23.374657
喜宝幼儿托育中心（南华店）,华翠路19号南华时代城华润万家斜对面,113.2072896,23.37922121
全优・贝贝早教托育,创佳路3号梦多多小镇3层307室,113.2096307,23.1601699
祝博士（金沙洲沙凤校区）,汇瑞街68号二楼,113.2098127,23.17072973
文慧辅导班（海北店）,东联路13号,113.2109606,23.08710587
全优加旗舰中心(全优加金沙洲旗舰店),倚水街1巷1号金沙洲金域蓝湾东南门,113.212112,23.155319
好孩子托管中心,大华二路阳光家园A座,113.2129376,23.40696583
创艺宝贝托育园（御金沙校区）,浔洲街72号1楼,113.2150599,23.17643868
蒙・森谷国际托育中心,藤业一路58号（金沙小学南校区正对面）,113.2153289,23.1591174
祝博士,藤业一路富力・金街,113.2153605,23.16047516
达慧童乐托育园,芳兴路84号旧龙华宾馆,113.2181671,23.12118872
全优加早教・托育（金沙洲校区）,彩滨中路倚水街2号101-104、106-110、201-203房（地铁沙贝站）,113.2206356,23.16622604
自由人玛尔比恩托育早教中心,自由里自由人花园2街2号239铺,113.220898,23.342529
米诺象婴幼儿托育中心,紫薇路38-8号,113.2212432,23.41660756
Perfect baby全优贝贝早教托育,天贵路泊岸君庭北门75-33全优贝贝早教中心,113.221539,23.392022
慧星国际儿童教育,保利・西海岸汇海花园8栋负1层02号,113.2221035,23.1854673
五六点智慧托管,公园前路44号9-10号商铺,113.2221917,23.39657181
宝贝之家早教托育,天贵路华天大厦,113.222538,23.38315
杰诺托育,松南路1号汇锦新天地F3,113.222597,23.149323
学倍优托辅中心,新中路6号之一202号,113.223449,23.38239122
Little Light 立童园托育・早教,郭村路华发荔湾荟10栋108铺,113.2241193,23.11785774
欣悦优托,商南街与育才街交叉口西南60米,113.2246784,23.38695008
喜宝幼儿托育中心,新华街龙珠路18号金色华庭首层东面商铺,113.224709,23.396104
全优贝贝托育(融创店),叶融街5-128号,113.224823,23.429057
糖小丸蛋糕店,金色华庭首层东面商铺喜宝幼儿托育中心对面,113.224928,23.396078
五六点智慧托管,育才街1号205、206房,113.2250635,23.38638301
FAMIC放我家托育・早教（金域蓝湾园店）,环洲二路倚水一巷3号金域蓝湾,113.2251189,23.16819787
津德托管中心,龙溪中路保利九里公园杏霖街6号112室,113.2256207,23.09015389
U萌国际婴童学苑（金沙洲校区）,彩滨北路江悦湾S1栋整层,113.2265911,23.18106635
全优?贝贝托育中心（融创店）,广州融创雪域澜庭A2区（天贵路东),113.226796,23.4301
自然树儿童之家(广州花都凯旋门托育园),三东大道89号凯旋门14号商铺,113.226975,23.410584
全优贝贝早教托育中心,富力半岛E2座2楼,113.227067,23.143508
FAMIC放我家托育・早教（凯粤湾店）,石围塘街道逸彩路29号凯粤湾C6栋105房,113.2272129,23.12732863
全优加早教中心,新华街曙光路75号广信大厦2层,113.227354,23.402477
三乐教育,逸彩路小美医生二楼,113.2280644,23.13943166
哆来咪课后托管,增南路与海南南边街交叉口东180米,113.228212,23.07816406
扶幼堂,宝华路34-6号,113.2283232,23.39901567
甄诚小初中托管中心,竹苑街18号104商铺,113.2295779,23.39132886
棉村托儿所,海南棉村181号,113.2298212,23.06991787
宝学士托育中心,观海路5号118-125房1层,113.2312867,23.05553083
佳杰儿托育(江高园区),江高镇河东街29号(原中心小学旁),113.231353,23.271836
比尔盖托育,浣南东街11-1号(坑口地铁站C口步行200米),113.232496,23.080876
全优加早教・托育(四季花园校),花地大道中246-1号,113.232693,23.07281
托育早教,花蕾路与花地大道北交叉口西北20米,113.233224,23.092007
贝安斯早教托育中心,凤凰北路25-4号,113.233496,23.393171
广东睿托育教育研究院附属六一托育,金道花苑北2门旁,113.233735,23.072802
童景托育园,珠光御景壹号华誉三街2号,113.235474,23.109762
爱尔贝托育-早教(花都融创中心),凤凰北路76号-66(融创大剧院对面),113.235669,23.431185
全优加早教・托育（新塘凤馨苑校区）,永宁街凤凰城凤馨苑一号门岗(进来右边50米处)综合楼,113.2359552,23.11071379
万锦国际儿童中心,天贵路108-151号,113.2362833,23.41713022
早教托育,开拓二横路中海花湾壹号,113.236361,23.066813
贝贝伴国际早教?托育中心,鹤洞路中海花湾壹号锦佳华庭C6栋2层204-212号,113.23706,23.068604
喜宝幼儿托育中心（龙珠校区）,龙珠路18号金色华庭首层东面商铺（金信广场入口进入20米）,113.2372387,23.40797679
康悦托管培育中心,天贵路50号美华新村3号楼商铺（五洲幼儿园隔壁）,113.2373477,23.39526731
龙脉托幼生活,沙园大街与沙园二街交叉口西北80米,113.2377576,23.4783235
灏睿教育托管中心,桥头直街47附近,113.2378,23.206299
自然树儿童之家 ・ 托育（花都凯旋门校区）,三东大道89号之二14号凯旋门商铺,113.2384452,23.42289329
优佳宝贝国际托育中心,中海花湾壹号锦观一街D6D7-118-121,113.238956,23.06917
全优加早教・托育(金升校区),逢源路128-1号2层全优加早教中心,113.239091,23.120968
早教托育,逢源路128号-1号金升商务中心,113.239216,23.120786
字游空间托管,下沙新村西大街七号,113.239343,23.21210659
山今早托萌学园,石围塘街道龙湾路2号首层110铺,113.2396123,23.11393442
疯狂龙博士托辅中心,校园路48号广州市康祥实业有限公司的,113.2396543,23.15973516
山今萌托,石围塘街道龙湾路2号广发商业大厦首层110铺,113.2397142,23.11383122
慧爱托育,石井街石安路181号,113.2409292,23.2151441
新爱婴早教托育(金碧新城园),金新一街58、60号石槎路金碧新城小区47栋2层整层,113.241013,23.204904
启点托辅中心,牌坊路52号,113.241778,23.20204343
多米国际儿童教育,内环路荔港南湾会所2-3楼,113.2422707,23.14707608
助宝优早教托育,南岸路荟文四街2号二楼（荔港南湾B栋二楼）,113.2422707,23.14707608
小熊托托国际儿童成长中心,紫薇路钻石豪园（东北门）,113.2423061,23.41616442
全优贝贝早教托育富力半岛校,富力半岛E2栋2楼,113.2424281,23.15322681
放我家家庭式社区托育园,广钢新城求实一横路紫郡府紫郡街17号734-735铺,113.243021,23.064426
图丁教育托管中心,幸福正街与幸福二巷新街交叉口西南20米,113.243868,23.122165
精诚托管中心,芳村大道中344-360B2栋401室,113.2450601,23.11292273
新爱婴国际日托中心（西i店）,花地大道中四季花园南门雨菊街15―17号四季中心三楼303号,113.2451924,23.08163416
安贝斯早教托育中心,凤凰北路25-4号,113.2454391,23.40402502
优学托,Y769（新庄小学西北侧),113.2457512,23.4886864
智慧教育托管,花山镇五星村七队6巷1号,113.24614,23.458411
六一托育园,金达街36号万象文化商贸城2楼,113.2468098,23.08430794
奥司日托,花地大道北壹号文化广场二楼2110,113.2473097,23.10707711
Tiny Hands 泰尼汉托育,黄沙大道御景一号（素会旁边）,113.2475096,23.12243537
左近儿童托育园,中山八路新虹街38-48号1090-1096房,113.2476136,23.13896092
RAE SNOW 瑞雪滑雪学校(广州融创雪世界店)（RAE SNOW广州融创雪世界店）,凤凰北路68号3楼瑞雪装备库,113.248244,23.43576556
爱尚育乐园,新都里25号,113.2485533,23.13648309
全优加早教・托育（四季花园校区）,花地大道中246号（1号线地铁坑口A出口500米）,113.2488435,23.08797068
比尔盖托育,东]街道浣南东街11-1号（坑口地铁站C口步行210米）,113.2492068,23.08828666
自然树蒙特梭利婴童学院（锦尚蓬莱校区）,花都区荔枝基路锦尚蓬莱北门一楼商铺（紧邻马鞍山公园南侧）,113.2493657,23.4036883
乐建托管中心,泮塘路种福园17号首层商铺,113.2494833,23.13494472
蒂芭卜托育中心(龙津园),龙津东路欧家园39号(新光城市广场背后),113.249766,23.123412
上步托儿所,上步花园A2栋21号（上步地铁站D口步行450米),113.2499134,23.18210251
午后时光托辅中心,蓬莱路与蓬莱正街交叉口西北80米,113.2500359,23.12574728
贝安亲（华发中央公园店）,华发中央公园省实旁,113.2500677,23.07729449
自然树儿童之家(广州花都豪利花园托育园),新雅街镜湖大道18号-7,113.251343,23.358735
自然树儿童之家托育?早教（花都豪利花园校区）,新华镇新雅街道镜湖大道18号-7,113.25149,23.35876
么么亲托育成长早教中心,横蚨路与富康路交叉口西100米,113.2517859,23.18659678
七彩点点托育・早教中心（广钢店）,白鹤洞街道鹤洞路中海花湾B区锦御二街9号207-212号,113.251834,23.08032817
奇乐青少年成长中心,鹤洞路广钢新城中海花湾壹号锦御二街B3-号122室,113.2518669,23.08043297
优仕学堂,蓬莱新街6号1层,113.2519114,23.1250321
培越托教中心,广州设计港彩虹座,113.2521701,23.14285823
全优加早教・托育（金升校区）,逢源街道逢源路128-1号2层,113.2524037,23.13230373
安安托儿所（西增路）,西增路裕农里52号,113.2525358,23.15565084
艾思乐早教托育中心,同德围横蛐履弦宦5号2楼,113.2526156,23.18356068
小鹿安迪托育早教中心,鹤洞路267号中海花湾壹号中海花湾天地购物中心F2层,113.2527739,23.080773
壹佰度教育,中海花湾壹号D区北门旁,113.2543424,23.08215926
新爱婴早教（石井店）,石槎路金碧新城47栋58号（金碧小学对面）,113.25438,23.21726316
圣德教育（石店）,龙基北路东七巷7号,113.2546715,23.17154421
贝亲国际托幼公学,石井街石槎路981号5层,113.2557304,23.211826
西村健苗托儿所,长宁街2号,113.2562807,23.15424979
大朗托育中心,大朗中路146号,113.2564119,23.25085214
全优加托育・早教(光大花园校区),榕景路61号榕景市场3楼全层(革新路公交站200米),113.256432,23.085838
巧思国际幼儿保育中心,荔湾区荔湾路97号动感小西关8号楼201室,113.2566952,23.14088811
明利富教育,珠玑路147号,113.2568344,23.12458182
Famic・稚安心托育园（广钢新城园）,崇文四路葛洲坝广州紫郡府734-735铺,113.2571182,23.07690405
小宇宙婴幼儿成长中心,开拓路锦绣香江花园布查特国际公寓1层102,113.2573147,23.08447123
宝宝托儿所（招村北街）,招村北街58号创意园南侧约90米,113.2577572,23.10603439
智慧熊猫,金花直街34宜盛商务中心2层208室,113.2578432,23.14384197
全优加早教・托育(汇侨新城校区),汇侨新城汇侨路41-47号弘达教育城二层211号铺,113.258036,23.198727
贝安斯国际托育早教(光大店),光大花园翠榕街1号302(农业银行楼上),113.258316,23.087321
学业有成,迎宾大道辅路与大华三路交叉口东约60米,113.2586798,23.40008892
沛儿乐托育中心,站前路西村四约大街9号,113.2591229,23.15276734
全优加早教・托育（华发四季校）,观云街1号103铺（岭南新世界五号门50米）,113.2606588,23.12203785
天衡优才,康王中路600号城光荟广场南区一楼116号,113.2606833,23.13631402
苌菁藤艺术托管中心,建设横马路2号宸宇大厦602-606室,113.2613985,23.3957658
信德教育托管中心,机场路航云南街38号集盛大厦二楼,113.26165,23.173448
昌华国际托育园,新都里2号首层,113.2618142,23.13968793
阳光学园,中山七路锦龙北1号（陈家祠地铁站B口步行200米）,113.2621256,23.1375675
全优加早教・托育,平沙I墩路与华灯街交叉口南120米,113.262127,23.242597
广船博悦托育中心,工业大道北沙园五一新村五一北17-18号首层,113.262264,23.088605
班尼特国际早教托育,解放中路470号(公园前地铁站A口步行210米),113.262586,23.124375
阳光金摇篮早教托育中心(沙园中心),宝业路骏园东街12号江南新汇2楼阳光金摇篮,113.262927,23.091483
蒂芭卜托育中心（龙津园）,龙津东路欧家园39号龙锦大厦斜对面启乐名德隔壁,113.262928,23.13537568
金睿家早教托育中心,宝业路骏园东街12号江南新汇商场2楼(中国移动右边楼梯进入),113.263358,23.091588
全优托教育,工业大道北与昌岗立交交叉口南40米,113.263797,23.084009
天歆教育,新都里与泮塘路交叉口西120米,113.264345,23.13041136
鲤鱼家庭式托育,保利紫云B1栋204室,113.2654311,23.20171237
豌豆园托管,西华路大兴街16号106室,113.2656255,23.14362538
全优加早教中心(广百新一城分校),宝业路8号三楼L3-02铺,113.266278,23.092706
乐之贝国际托育中心,棠景街汇景路93号,113.2670911,23.18235406
新果托幼园,双桥8号荔水街3号101房,113.2673849,23.18817992
优优小博士教育美式托辅中心,松柏东街68号三楼,113.268541,23.162509
无艺三语日托早教Arti School（光大校区）,沙渡路17号光大花园三期东门旁（GF名车俱乐部楼上）,113.2685738,23.09573688
非凡保姆光大花园托育园,工业大道76-78号君誉富力现代广场a栋1004房,113.2688619,23.10380421
广东省纺托儿所,工业大道北41-4号3号大院省纺宿舍内,113.2689452,23.10862692
文慧教育,心谊路51号,113.2690559,23.18247513
小黄帽托托屋,新雅街(合和新城)万和北路1-4号,113.2693842,23.38512354
俊程教育托辅中心,平安路与云龙路交叉口西100米,113.269631,23.167087
康恩托管教育中心,光孝路与中山六路交叉口东北100米,113.2697241,23.13756375
全优加早教・托育（光大花园校区）,榕景路61号榕景市场3楼全层（革新路公交站200米）,113.2697525,23.0985604
方圆・培乐思托育中心（大新路园区）,大新路280号大新大厦3楼,113.2701164,23.12835388
七田阳光早教 托育（汇侨中心）,新市街汇侨新城南八区汇桥中路1号208,113.2702791,23.21077577
天旭小可爱保育园,汇侨新城汇侨路14号首层101室,113.2702791,23.21077577
育才托管辅导中心(西华路),西一小学西北门旁,113.271285,23.047983
全优加早教・托育（汇侨新城校区）,汇侨路41-47号弘达教育城二层211铺,113.2714468,23.21093924
汉美贝儿医育教三语托育园,龙福路2号,113.2720351,23.11560257
优乐托育&游泳中心,宝岗大道翠城花园1号门新聚福茶楼二楼,113.272132,23.083261
全优加早教中心(燕岗校),工业大道中路364工商银行楼上2层,113.272313,23.074556
佑升辅导,中山六路惠吉东路17号1楼,113.2725757,23.13847961
新木未来国际保育园(拾桂府园)早教托管日托中心,珠光路43号粤海得邻商场三楼3001,113.27384,23.118539
和乐戴蒙托育中心(保利花园校区),工业大道中400号保利花园内(原保利花园会所),113.273844,23.072192
FAMIC放我家托育・早教(富力城园),丽城路富力城B6栋102室,113.2740088,23.25664276
新目标托管中心,清布村清潭小学旁边,113.2744283,23.39381248
小状元托管,梅花街共和五巷30栋101室,113.274482,23.17080144
比泡乐儿日托中心（南田店）,龙骧大街四间巷34号,113.2745488,23.11235892
翎荟学院,宝业路576号-6,113.2749422,23.10388458
全优加早教・托育（平沙富力城校）,均禾街平沙I墩路7号11201室,113.2751111,23.25397248
朗星托管,群英大街13号附近,113.2752447,23.16810698
思脉特国际早教育托（同创汇校区）,宝岗大道183号103号铺,113.275357,23.11411949
广东托幼教育有限公司,民安路十三街东乡托幼中心,113.275609,23.037706
班尼特国际早教・托育（公园前校区）,解放中路470号（回民小学北校区旁）,113.2757586,23.13689421
嘉铎教育国际托幼,信雅路与信裕路交叉口南160米,113.276284,23.084731
宝园教育,贤藏街67号1层,113.2763088,23.13612152
思学微塾,仁厚直街4前锋商务楼F1层,113.2764927,23.11394497
一心教育,解放北路金桂园C6-104A,113.2765602,23.1640112
全优加早教・托育(越秀分校),中山四路芳草街22号雍雅园2楼(地铁1号线农讲所C出口),113.277449,23.127871
翎羽托管中心,沙园三街南一号103室,113.2775717,23.09804818
全优加早教・托育（越秀校）,中山四路芳草街22号雍雅园2楼（地铁1号线，农讲所C出口）,113.2776,23.12786
吖哆哆国际婴幼儿托育中心新塘社区园,凤凰北横路230-232号,113.27785,23.14163864
爱尔福婴幼中心（广州中航城）,青星街122号201-213,113.27785,23.14163864
班长之家,莲花山海鸥桥底,113.27785,23.14163864
晨曦幼儿托管中心,沧头华东五巷2号,113.27785,23.14163864
德信托管辅导中心,新塘新村北街路7号,113.27785,23.14163864
飞屋牧童托育园（金穗雅园店）,穗和北街6号204房,113.27785,23.14163864
荟俊托管辅导中心,桥南路一巷10号,113.27785,23.14163864
晋级托管,奥园金莎广场银座103铺,113.27785,23.14163864
乐洋洋智慧托管（亚运城天韵店）,兴海路93号11栋107号,113.27785,23.14163864
七彩缤纷托幼中心,石塘石一街18号,113.27785,23.14163864
七田阳光早教中心,城景大街1号201房,113.27785,23.14163864
启航托管班,民生路三街,113.27785,23.14163864
清华托管,井三新内街12号,113.27785,23.14163864
闪之星托育早教,朱村街东100米,113.27785,23.14163864
树人托管教育连锁（全国第1136分点）,星盛西街5号101房,113.27785,23.14163864
童映学堂,共和八巷18号,113.27785,23.14163864
威威猫岭南新世界托育中心（威威猫儿童成长中心）,集雅街86号C8栋101室,113.27785,23.14163864
未来星托管中心,永发路5-21号,113.27785,23.14163864
五六点智慧托管,藤业一路三街39号铺,113.27785,23.14163864
向日葵托管辅导,边岗西路9巷6号,113.27785,23.14163864
小豆苗双语早教托育中心,兴乐大街4号,113.27785,23.14163864
小木客儿童之家,峻峦一街18号B13栋101房,113.27785,23.14163864
新爱婴早教中心（广钢校区）,锦御三街1号202、203,113.27785,23.14163864
学思托管,丹桂园大街9巷7号,113.27785,23.14163864
烨子早教托管中心,茅岗坑田祠堂街2号,113.27785,23.14163864
一心托辅中心,三堂路四巷1号,113.27785,23.14163864
早教托管,大石江丽九街,113.27785,23.14163864
子悦童行托管・兴趣・辅导,团结路8-11号101室,113.2781648,23.39956253
托儿思,员村西街与乐学街交叉口西南约80米,113.2785153,23.23443479
广州贝贝家音乐托育中心,白云大道南1033号东方明珠花苑南门东侧50米,113.278695,23.18448
思培学研社,五一新村大街南16号（沙园地铁站C口步行250米),113.2791347,23.09794089
全优加早教・托育（广百新一城校区）,宝业路8号三楼L3-02号铺（广百商场左侧三层）,113.2791551,23.10617941
乐育邦早教托育中心,广卫路金科大厦407（公园前地铁站出入口步行280米）,113.2793327,23.13966414
雅萧托管中心,九石岭路与履泰西街交叉口北20米,113.2802858,23.20564404
方源教育,紫山大街32号江南新村第二小学东北门对面,113.2803182,23.10699588
乐童托管班,江南西路紫山大街33号103铺,113.2807629,23.10763457
贝贝加国际保育园托育早教,悦云路218号201铺（荷塘月色高尔夫社区卫生站旁）,113.2811518,23.20991646
中大育儿321教育机构（白云校区）,景泰街道飞翔公园a出口500m金钟横路333号2层,113.2813326,23.17995195
酷爱学托管,富基路富基广场-一期（市二宫地铁站B口步行490米),113.2819997,23.11872438
广礼学堂（北京路店）,同庆坊17号一楼,113.2826071,23.12179345
金睿家国际早教托育中心（雄峰城店）,105国道雄峰城B4馆3层3007号,113.2829777,23.23062286
无艺三语日托早教Arti School（高尔夫园区）,黄石路天云街35号高尔夫花园东区方圆东方学馆一楼,113.2830915,23.21458593
唐尼翰博国际日托中心（越秀店）,小北路越秀公园东门东秀歌舞台旁,113.2831405,23.15049116
春苗托管,小北路丹桂里15号302室,113.283157,23.14505235
非凡保姆・婴幼学苑・早教・托育・亲子・托婴（翠城花园店）,翠城北街3号海悦广场D座3012铺（农商银行旁）,113.2831759,23.09629664
方圆・培乐思托育中心（高尔夫园区）,黄石路118号高尔夫花园,113.2832596,23.21453413
南箕托儿所,南箕中约大街14号,113.2833865,23.07900877
祝博士托管,天香街4号,113.2834764,23.14580056
优贝乐国际儿童教育中心(海珠千禧校区),新港西路1号南边(晓港地铁站D口步行490米),113.283726,23.095849
班尼特国际早教・托育(嘉骏苑校区),白云路89号嘉骏苑,113.283811,23.119586
自然树儿童之家（海珠翠城花园托育.早教校区）,翠宝路168号翠城汇3楼（翠城花园北门旁）,113.2838663,23.09570047
美恩国际儿童教育（君汇天地店）,海珠区市二宫君汇天地二楼（上电梯左侧）,113.2839479,23.11709221
全优加早教・托育（白云区高尔夫校区）,翰云路287号二楼B区（方圆实验小学对面）,113.2842515,23.21048292
育才托管辅导中心（西华路）,西一小学西北门旁,113.2843106,23.06036693
明特教育（广园校区）,广园中路208号210室、211室、212室、227室、228室,113.2843822,23.17077159
华人教育托管中心,江南西路36号,113.2846352,23.10815676
NewHope蒙台梭利国际托育中心,黄石北路白云尚城一期会所一层,113.284708,23.212147
多向托管,小北路52号粮贸大厦F2层,113.2847193,23.14526715
FAMIC放我家托育・早教（东方文德园）,文德路东方文德广场,113.2850206,23.13604329
唐尼翰博国际日托中心（广州保利园店）,保利花园静雅街44号首层,113.2851355,23.08497166
迪文国际托育园(碧桂园店),洛浦街广州碧桂园环苑二街(康苑斜对面),113.285321,23.024433
卡吉熊托育早教中心,宝岗大道1377号建恳商务中心2楼,113.2854707,23.09628239
全优加早教・托育（燕岗校区）,工业大道中路364号2楼,113.2855544,23.08694876
托育早教培训书吧,时代玫瑰园1期西南1门旁,113.285775,23.223837
全优加早教中心(白云尚城分校),黄石北路51号白云尚城东门首层7号,113.285813,23.211675
优智托管中心,金信路77号,113.2864842,23.18887236
非凡保姆保利花园托育园,镜湖东街2号保利花园保利和乐国际艺术中心二楼207铺,113.2865722,23.0842863
新起步托管（榨粉街）,中山四路榨粉街88号605房,113.2865723,23.14156444
爱儿乐保育中心,工业大道中路373号之一,113.2876191,23.08600838
彩虹托管辅导中心,万福路106号,113.2876661,23.13298286
尚学堂奇遇浣熊早教托育,怡乐路78号瑜丰商务酒店一楼,113.288006,23.094695
蒙正托育,南华东路924号1楼（近中海名都西门）,113.2880952,23.12213796
培蕾阳光教育中心,德政中路130德悦居二楼,113.2884786,23.13319247
羊城教育,景云路45号,113.2885839,23.1775122
小豆苗托育中心,顺景商港西南门西北60米(石溪地铁站B口步行270米),113.288677,23.067133
爱玛托管班,象岗街与下塘新村二巷交叉口东南100米,113.2887089,23.15766485
宝贝加油站（有家托管中心）,下塘西路48-52号附近,113.2889092,23.15673473
国小安亲托管,象岗街34号,113.2889882,23.15659388
全A+少儿托管中心,桥南街南平路1巷号101铺,113.2890398,22.93753309
育青托管,沙湾街新洲村新地大街三巷4号,113.289117,22.90744
盛禾学舍,基立下道45号107室,113.2892587,23.11668471
广州极客思维教育科技有限公司（豪贤店）,豪贤路51号,113.289302,23.14246324
集德爱米国际托育园(淘金校区),华乐街道邮电中三街9号之一房,113.289328,23.134778
新爱婴早教・托育・游泳（中海名都店）,滨江街道纺织路名都一街1号3号206房（中海名都中门旁）,113.2893965,23.1232679
领悦教育,江南中街道江南中穗花新村13号（崴帝斯健身游泳会所旁）,113.289598,23.1081866
金领航托管理中心,两龙大街28号菜鸟驿站2楼,113.2898046,23.46330163
Kids life孩宝培育托班,江宝路390号,113.2905724,23.0973417
爱思托管中心,穗花南街8号,113.2906847,23.10771582
亲立方国际托育・早教中心,黄边北路7号亲立方国际儿童教育中心,113.290814,23.221825
正牌托管,清水濠9号2层（团一大广场地铁站A口步行450米),113.2909267,23.13126029
希蒙国际托育中心(淘金中心),淘金东路25-29号淘金华庭2楼,113.291637,23.141673
永曜北托管,东濠涌高架路越秀南社区,113.2916592,23.13141419
