托育店铺,地址,GCJ02经度,GCJ02纬度,等级
哆来咪课后托管,增南路与海南南边街交叉口东180米,113.2336318,23.06475262,"""教育"""
小时光托管辅导,章陂村可园新街六巷14号,113.6263364,23.16978489,"""教育"""
小状元托管辅导中心,万安村北斗小学对面,113.3595106,22.88726816,"""教育"""
朝阳托教中心,犀牛路犀牛尾村69号永建大厦一楼（区庄地铁站B2口旁）,113.3085168,23.14798647,"""地产小区"""
小太阳托管中心,大罗村中约前街4号大罗小学正对面,113.3630616,22.97205371,"""教育"""
龙博士小禾苗双语日托,石壁街屏山东路56号之101-201室,113.3028998,22.97556564,"""餐饮"""
文慧辅导班（海北店）,东联路13号,113.2124642,23.08582335,"""购物"""
康恩托管教育中心,光孝路与中山六路交叉口东北100米,113.2628078,23.14481992,"""教育"""
斯宇托管,丹桂园大街与丹桂园大街一巷交叉口西北60米,113.3703925,22.95876791,"""交叉路口"""
宇曦托管,农林下路78号之二110房（区庄地铁站C口旁),113.308517,23.14798613,"""村庄"""
蓝房子托管,光明南路51-53号,113.376386,22.94806977,"""教育"""
七彩缤纷托幼中心,石塘石一街18号,113.4454011,23.13903675,"""购物"""
小状元,富豪山庄小学北门西南110米,113.3597841,22.98476344,"""餐饮"""
宝贝加油站（有家托管中心）,下塘西路48-52号附近,113.288783,23.15667752,"""教育"""
心智成长托管,友爱路9号之102室,113.3038055,23.15297294,"""教育"""
乐苑教育,赤岗恒信路149号,113.3452383,23.10576109,"""教育"""
天衡幼儿学苑,龙口西路212号2楼君易艺术中心,113.3493493,23.14961263,"""教育"""
小太阳,兴泰大街与兴泰路交叉口西南160米,113.3917621,22.94362845,"""NoClass"""
正耕学星,陶庄路3号之5首层（天平架地铁站B口步行390米）,113.3343396,23.1735009,"""商圈"""
倍优加托管中心,荔城街庆丰村洋溪村路7号,113.8199142,23.30879884,"""村庄"""
厦蛲杏,沙蛑新1巷11号3层,113.3309924,23.0526839,"""教育"""
乐学托管中心,笔村中南坊街41号(东区小学正对面),113.5339058,23.12754532,"""教育"""
小叮当托管中心,经述路京兆小学东南门东侧约40米,113.3504291,22.91784142,"""教育"""
几何马奇教育马奇熊智慧托管,天河北路侨林街51号侨林苑1期A栋首层,113.3429762,23.15483285,"""教育"""
梦想之家,福和小学路口,113.6457448,23.36936086,"""教育"""
天旭小可爱保育园,汇侨新城汇侨路14号首层101室,113.2702791,23.21077577,"""地产小区"""
山今早托萌学园,石围塘街道龙湾路2号首层110铺,113.2396123,23.11393442,"""门址"""
天旭小可爱保育园,汇侨新城汇侨路14号首层101室,113.2702791,23.21077577,"""地产小区"""
山今早托萌学园,石围塘街道龙湾路2号首层110铺,113.2396123,23.11393442,"""门址"""
优立思文化成长中心,前进街桃园路1号,113.2671883,23.11734692,"""教育"""
佑升辅导,中山六路惠吉东路17号1楼,113.2725667,23.13855237,"""教育"""
棉村托儿所,海南棉村181号,113.2299388,23.07023646,"""教育"""
五六点智慧托管,沙太南路鸿辉高级写字楼2楼201-204室,113.3444316,23.18322434,"""商务大厦"""
宝园教育,贤藏街67号1层,113.2763088,23.13612152,"""教育"""
童心托管辅导中心,水荫四横路65号101室,113.3218441,23.14935277,"""地产小区"""
童话镇,三堂路南阳里小学（第二校区)东北侧,113.3732936,22.94701402,"""教育"""
壹佰度教育,中海花湾壹号D区北门旁,113.2539826,23.08195665,"""教育"""
蓓蕾教育咨询部,马岗大街石化小学东北侧约40米,113.4891913,23.11615567,"""教育"""
贝贝加国际保育园,金碧世纪花园会所4楼,113.4413805,23.12469902,"""教育"""
鸿学堂,江海街艺苑南路244号金影花园南门,113.3337524,23.10352031,"""NoClass"""
晓远托辅中心,桥南路南郊村顺宁路8号,113.3808572,22.94019902,"""村庄"""
荟俊托管辅导中心,桥南路一巷10号,113.3822083,22.9384568,"""教育"""
德宝教育（华阳校区）,信成小区6号,113.3454738,23.15121308,"""地产小区"""
南箕托儿所,南箕中约大街14号,113.4859196,23.11929365,"""门址"""
祝博士（金沙洲沙凤校区）,汇瑞街68号二楼,113.2099159,23.17075151,"""教育"""
大拇指托管中心（经述路）,经述路与岗心路交叉口东20米,113.3504654,22.91704913,"""汽车服务"""
睿庭教育托辅中心,桥南街南庭路266号,113.3776519,22.93649204,"""教育"""
无忧托管辅导中心,东涌路90号二楼,113.3799963,22.9471614,"""教育"""
优智嘉教育,东涌路92号1楼,113.3800289,22.94723603,"""教育"""
精准托管所,员村街道员村西街4号大院(侨颖苑)2层104室,113.3718886,23.13103594,"""地产小区"""
金智慧素质成长中心（金港湾购物广场店）,大龙街城区大道283号金港湾购物广场F2层,113.4190461,22.94982179,"""教育"""
筱葵园托管中心,东横一路宏泰创空间2楼209室,113.4433223,22.96380166,"""道路"""
筱葵园托儿所管中心食堂（东圃店）,东圃小学门口对面二楼,113.4162999,23.13363422,"""NoClass"""
尚堂,桥南街道聚宝路3号,113.3830771,22.93456675,"""门址"""
中正,西城路287号,113.3648529,22.94226212,"""NoClass"""
阳光托管,红山街道姬堂乐善上街52号,113.459436,23.10995773,"""教育"""
IQ博士,淘金街11号,113.300028,23.15317855,"""教育"""
贝贝育儿中心,环山路与围仔大街交叉口东北40米,113.3057767,22.97543901,"""教育"""
优博学,桥南街南庭路242号,113.3861547,22.93606856,"""教育"""
优博学,桥南街南庭路242号,113.3861547,22.93606856,"""教育"""
韵乐生活馆・双语托管（桥东店）,东涌路130号,113.3797494,22.94856496,"""门址"""
Sunny文化托辅中心,碧莲路222号,113.3685617,22.92750581,"""教育"""
诺诚教育中心,大西路132号,113.3745792,22.94777061,"""教育"""
Sunny文化托辅中心（锦庭店）,锦庭路236号,113.3860543,22.93595929,"""教育"""
领航托管,港湾一村13栋105房（大沙地地铁站C口步行470米),113.459969,23.11267498,"""教育"""
彼芯课后成长中心（华阳中心）,信成南街宏景台三楼c区,113.3438646,23.15116381,"""教育"""
多向托管,小北路52号粮贸大厦F2层,113.2847193,23.14526715,"""商务大厦"""
嘉家托管,长兴路105A2栋505-506室,113.3625712,23.18054985,"""门址"""
花园教育,城内路与城内路一巷交叉口西约60米,113.5957715,23.5590918,"""教育"""
习优教育（大西路店）,三堂路南阳里小学（第一校区)西侧约50米,113.3739656,22.94814207,"""教育"""
福慧托管辅导中心,福涌村福兴路二街4号,113.3518221,22.9297101,"""村庄"""
沐洋瀚文,顺宁路与南康二巷交叉口西北20米,113.3789291,22.93689185,"""道路"""
师路育儿托管,西城路181号,113.3666763,22.94291948,"""门址"""
阳光托管,英贤路15号,113.56489,22.71896667,"""门址"""
博学托管培训中心,淘商城电子商务创意产业园西南门旁,113.3839214,22.94679879,"""教育"""
贝思少儿托管中心,南郊村B区南康大街4号,113.3792122,22.93670188,"""教育"""
乐瑶园教育托管.辅导.艺术,德贤路604号（君华御府东门),113.3695597,22.92746952,"""NoClass"""
酷爱学托管,亚运大道辅路与兴亚大道交叉口西行150米路南亚运城天成,113.4856996,22.95732682,"""地产小区"""
国小安亲托管,象岗街34号,113.2889882,23.15659387,"""教育"""
爱玛托管班,象岗街与下塘新村二巷交叉口东南100米,113.2976163,23.15768257,"""教育"""
成长学生托管辅导社,西城路281号,113.3649821,22.94228074,"""教育"""
一心托辅中心,三堂路四巷1号,113.373801,22.94672167,"""教育"""
学通托辅中心,顺宁路3号,113.3790898,22.93630223,"""教育"""
旭升家庭服务部,二i西街1巷2号,113.3858435,22.92932715,"""生活服务"""
一同学,顺宁路南郊村-B区,113.3781306,22.93637275,"""NoClass"""
习乐托管中心,育龙路龙岐螺阳小学西北侧,113.3611505,22.93359692,"""教育"""
全优托管中心（沙坑大道）,沙坑大道43号,113.3595261,22.92322268,"""教育"""
博雅托辅中心,南华路123、125、127号商铺,113.3774312,22.93688392,"""教育"""
如意教育,东涌路114号,113.3798398,22.94813711,"""教育"""
澳美加全日托,环市东路500号广发花园幸运阁,113.3217658,23.14601973,"""NoClass"""
三乐教育,逸彩路小美医生二楼,113.2280644,23.13943166,"""医疗"""
童佳学习吧,大西路143号,113.3746607,22.94762719,"""教育"""
晨童托辅,三堂路94号,113.3738756,22.94887837,"""教育"""
五六点智慧托管,育才街1号205、206房,113.2253253,23.3864944,"""教育"""
学倍优托辅中心,新中路6号之一202号,113.2232968,23.38247983,"""门址"""
创想教育托管,东华东路388-7号首层,113.300104,23.13373565,"""教育"""
悦享学成长中心,中山大道绿茵街9号,113.4014658,23.13472102,"""门址"""
华外APEP爱培学园（优托邦店）,科学大道193科学城商业广场F2层,113.4656965,23.17934552,"""商务大厦"""
奇特小镇,市桥街富都城捷进中路3号上轩广场F2层,113.381621,22.96273356,"""餐饮"""
新塘学舟托管辅导中心,桂花路新塘镇第二小学东侧,113.6269125,23.12721059,"""教育"""
三点半互助托管中心,东沙村兴发路,113.8352709,23.14488693,"""门址"""
晖扬文化艺术特色托管,玉兰东路与紫荆东路交叉口东150米,113.3694907,23.15139584,"""道路"""
金苹果看护点,岑村圣塘大街二巷23号,113.3927956,23.17794656,"""教育"""
鸣人教育,繁华路90号,113.37289,22.95414256,"""教育"""
东方托管中心,岑村松岗小区7巷2号,113.3989666,23.17313887,"""教育"""
洪悦托管,农林下路78-2号附近（区庄地铁站B1口步行140米),113.308517,23.14798613,"""村庄"""
安心托管（沙河塘寮街）,沙河大街左竹园14号,113.3252809,23.16474676,"""教育"""
启航托管,友爱路9号之1号102室,113.3047828,23.15046797,"""教育"""
优师教育托管中心,东山街道署前路17号,113.3179517,23.14621875,"""教育"""
亲仁托管,车陂路B12站,113.4053775,23.1329488,"""教育"""
贝乐,南康六巷与顺宁路交叉口附近,113.3785018,22.93643569,"""道路"""
文亮托管辅导班,派潭镇文政路102号,113.7931431,23.50201053,"""门址"""
太小阳托管,水荫二横路水荫路小学,113.3263428,23.1530054,"""教育"""
小花园优童托管,福今东8号之1-10福今东8号大院福今东8号大院之五101室,113.3177356,23.1419736,"""地产小区"""
启辰托学中心,乐宜路大同小学南侧,113.4041682,22.90459528,"""教育"""
思学微塾,仁厚直街4前锋商务楼F1层,113.2763581,23.11392308,"""教育"""
开心托管辅导中心,瑶东街与东联新街一巷交叉口北140米,113.6404247,23.15174909,"""教育"""
童映学堂,共和八巷18号,113.3190158,23.13587205,"""教育"""
培正托管（培正店）,培正新横路21-23号,113.3100993,23.0272542,"""门址"""
未来星托管中心,永发路5-21号,113.8422663,23.3137024,"""教育"""
华人教育托管中心,江南西路36号,113.2846352,23.10815676,"""教育"""
小森林托管,陂吓路嘉汇・四季阳光东北侧约40米,113.8253764,23.30793728,"""教育"""
雅智园幼儿托管中心,港湾西三街西200米,113.4560515,23.11289494,"""门址"""
小森林托管,陂吓路嘉汇・四季阳光东北侧约40米,113.8253764,23.30793728,"""教育"""
雅智园幼儿托管中心,港湾西三街西200米,113.4560515,23.11289494,"""门址"""
成长教育托管辅导中心,桑田一路32号礼加诚购物广场对面,113.5832253,23.20075486,"""教育"""
姬堂小学-阳光辅导,黄埔街道姬堂小学,113.4775455,23.14338469,"""教育"""
精灵艺术托管中心,大源东路92号,113.3727144,23.25589708,"""教育"""
南浦幼儿早教中心,东乡广场东南（东乡二街）,113.3020272,23.05387399,"""NoClass"""
翰林优幼教育,荔城大道300号4层,113.819466,23.30817315,"""教育"""
十牛城堡,迎星中路番禺儿童公园,113.3800831,22.97333797,"""旅游景点"""
乐学时校外托管服务中心,共和苑内（共和三巷46-48号首层）,113.3204741,23.13579439,"""地产小区"""
上步托儿所,上步花园A2栋21号（上步地铁站D口步行450米),113.2499134,23.18210251,"""楼号"""
立星托管,员村三横路东巷1号二三楼,113.3803878,23.13157142,"""门址"""
思培学研社,五一新村大街南16号（沙园地铁站C口步行250米),113.2758394,23.10038715,"""教育"""
科翰教育,繁华路57号繁华中心三楼,113.3760028,22.95366049,"""教育"""
欣育托管,阳光假日园2层A29室,113.404515,23.14108264,"""地产小区"""
大智森林,中山大道1100号,113.3717889,23.14984292,"""门址"""
云熙教育,茶山路睿峰园一楼,113.3672118,23.1602772,"""教育"""
明日之星托管班,新造镇新华路85号崇德市场对面,113.4323931,23.04821162,"""教育"""
芽米国际保育园,大丰路18号大丰汇创意园D栋201号,113.3862715,23.16189429,"""教育"""
慧知幼儿托管中心,新庄三街1-3号,113.5731558,23.20488847,"""教育"""
德信托管辅导中心,新塘新村北街路7号,113.1194521,23.35334942,"""门址"""
旭日托管辅导中心,光明西路江龙学校,113.8314919,23.14496806,"""教育"""
新目标托管中心,清布村清潭小学旁边,113.2740303,23.39423363,"""教育"""
金紫里步星托管,金紫里东街34号2层,113.302215,23.09308871,"""教育"""
天树幼儿国际教育,远洋天骄广场B1栋2楼211室,113.336043,23.02668283,"""NoClass"""
比芯课后成长中心,华穗路406号906室,113.3330347,23.13839778,"""门址"""
奇特小镇婴幼儿日托中心（时代倾城校区）,时代倾城194铺,113.4123206,23.01105771,"""地产小区"""
甄诚小初中托管中心,竹苑街18号104商铺,113.2295779,23.39132886,"""门址"""
艺墨托管中心,穗石村穗石大道38号,113.4250515,23.06159528,"""门址"""
小宇宙托辅中心（潭山店）,潭山环村公路化龙第二小学,113.4715784,23.01195806,"""教育"""
前蔚托幼园,桃园路21号101房二层,113.4246174,23.12534224,"""教育"""
智航教育托管中心,五斗街11号智航托管中心,113.8440928,23.29523379,"""教育"""
瑞奇中小学托管辅导,东园六街南燕楼,113.5436565,23.07641446,"""地产小区"""
唐老师托管辅导,友爱路一巷六号,113.3032057,23.15206226,"""门址"""
亲子园太阳广场校区,天润路461号五楼,113.3517685,23.15507641,"""地产小区"""
呈长乐园,江夏村学校北路3号尚毅大厦311房,113.2940825,23.22193222,"""商务大厦"""
裕苑街九巷8号托管,大简幼儿园,113.4232006,22.88220578,"""教育"""
巧多狮,番禺大道北555号,113.3821884,22.99124069,"""教育"""
筱葵园托管中心,吉山小学旁边,113.4374359,23.13008102,"""教育"""
腾艺安亲托管中心,雅居乐剑桥郡瀚澜一街20号之2号,113.3976816,23.03528508,"""门址"""
天之骄子双语乐园,木棉街11巷2号,113.2339948,23.18999754,"""道路"""
儒雅托管中心,富怡路17号2楼,113.4522744,22.96963044,"""教育"""
智慧托管,石楼镇乐羊羊路38号亚运城天o1区7栋106,113.5037991,22.95873003,"""NoClass"""
贝亲国际托幼公学,石井街石槎路981号5层,113.2557304,23.211826,"""门址"""
慧优教育,南村壹号健康产业321,113.3743763,23.02777175,"""工业园区"""
博贤托管中心,员岗村后底岗北路一号,113.3751438,23.03399956,"""教育"""
欣欣托管（大石店）,岗东路55号附近,113.3266938,23.03358102,"""购物"""
家政托管,金碧二街金碧花园（石溪地铁站D口步行290米),113.3005505,23.08138334,"""地产小区"""
启航托管中心,大石岗东路37号之一,113.3280706,23.03162927,"""门址"""
早教,学园街金钻城市广场东侧约30米,113.6326907,23.29990586,"""教育"""
五六点托管（重文校区）,泰山路59号,113.5050909,22.97869429,"""门址"""
小不点天地托管中心,民兴路东大街金色童年幼儿城堡东北侧,113.2962327,23.05099085,"""教育"""
翰玛国际托管中心,荔景大道1号中区名门,113.8356261,23.30231604,"""教育"""
汪嘟嘟的小院,淘金路淘金街20号-34号小区南侧,113.300503,23.15227593,"""地产小区"""
智慧熊猫,金花直街34宜盛商务中心2层208室,113.2578432,23.14384197,"""商务大厦"""
开轩文物托管所,棠德东横路棠德花苑,113.3970994,23.14631357,"""地产小区"""
小学士托管,增江街增江路1号11栋首层,113.8564762,23.29793187,"""门址"""
洛溪新城小学-知了托管,如意三马路与康宁东路交叉口东北20米,113.3122959,23.05374351,"""教育"""
hh辅导托管中心,南村镇樟边村隔田坊大街二巷8号之二,113.3961099,22.9967849,"""村庄"""
明爱教育（第四分店）,胜石环村西路10巷2号,113.3194082,22.98912269,"""教育"""
学思托管,丹桂园大街9巷7号,113.3696733,22.95926458,"""教育"""
乐洋洋智慧托管（亚运城天韵店）,兴海路93号11栋107号,113.5084132,22.95884913,"""地产小区"""
博思托管中心,江南村南里路2号3幢301室,113.389653,23.00653982,"""教育"""
天天向上课后托管中心,蚧地街太平中心小学北侧约70米,113.4953404,23.44758345,"""教育"""
天河区丰乐社区安亲托辅中心,中山大道棠东村官育路18号（棠东小学门前50米）,113.397632,23.13943131,"""教育"""
NewHope,黄石街道黄石北路白云尚城一期会所一楼,113.2975809,23.22479195,"""教育"""
启航托管中心,小塘坊新区大街与为民北路交叉口西220米,113.3371111,22.98616402,"""NoClass"""
奇特小镇婴幼儿日托中心（桥南江畔校区）,桥南街逸祥大街2号2层202号,113.3938628,22.94065044,"""教育"""
全优家托管辅导中心,小龙村祠堂西街北二巷25号,113.4488479,22.97659919,"""教育"""
暖心托管,长兴路天鹅花园A栋,113.3642306,23.18078628,"""地产小区"""
康乐托辅,康乐路92号,113.3724504,22.95634505,"""教育"""
乐乐托儿所（旺城南路）,旺城大道88号,113.5861682,23.56722704,"""门址"""
贝安亲（华发中央公园店）,华发中央公园省实旁,113.2500677,23.07729449,"""地产小区"""
爱思托管中心,穗花南街8号,113.2906847,23.10771582,"""门址"""
人之初托管,沙湾街道,113.3594705,22.91940596,"""乡镇"""
清华托管,井三新内街12号,113.27785,23.14163864,"""城市"""
比芯课后成长中心,华联创意园,113.2972766,23.23885439,"""工业园区"""
里享家托管教育中心,锦绣天伦四街4-6号,113.27785,23.14163864,"""城市"""
童趣之家,华强路2号富力盈丰大厦a座,113.3299277,23.13759668,"""商务大厦"""
未来希望幼托,塘寮街沙东大街小区,113.3235678,23.16620449,"""地产小区"""
学优托管班（五羊店）,五羊北小区A4栋地02室,113.326112,23.13331027,"""地产小区"""
好苗子托管辅导中心,环城西路37号,113.4259977,22.81863468,"""教育"""
启航托辅,潭山小学潭山路65号,113.472759,23.01232774,"""门址"""
智登宝贝,黄埔大道中翠湖山庄27-28号铺,113.3660792,23.13872136,"""购物"""
托儿思,员村西街与乐学街交叉口西南约80米,113.2785153,23.23443479,"""道路"""
培英托管,小乌新街234号,113.4427591,22.87729171,"""教育"""
阳光托管（坭紫村前大路）,坭紫村洪圣涌五巷四号,113.3595906,22.99774286,"""道路"""
明智托管,东涌镇盛发西街二巷6-1号,113.4635768,22.90072979,"""门址"""
金太阳托管,盛发西街与东华街交叉口北20米,113.6182765,23.13518006,"""购物"""
小红帽托管中心,南庭路72号,113.3864239,22.93558097,"""购物"""
小红花,洛浦街道上村如意路3巷10号,113.3234181,23.04880905,"""教育"""
A课后托管中心,经述路1号102室,113.3504278,22.91777174,"""门址"""
创意教育托管中心,中新镇食饭台,113.6219298,23.30217648,"""村庄"""
育群托管班食堂（丹桂园店）,丹桂园大街四巷1号,113.3825549,22.96392165,"""门址"""
远大小状元学习中心,洛浦街百事佳花园临江楼二楼,113.3126786,23.04924001,"""教育"""
翎荟学院,宝业路576号-6,113.2749422,23.10388458,"""门址"""
乐学之家培训托管中心,宁西市场兴旺街17号,113.5867225,22.75893342,"""门址"""
领悦教育,江南中街道江南中穗花新村13号（崴帝斯健身游泳会所旁）,113.2893626,23.10918828,"""教育"""
小天才托管辅导中心,康乐路康乐园5号一座,113.3734267,22.95647293,"""楼号"""
腾龙托管中心,大敦村创新北路（顾康多药房),113.6753971,23.1379883,"""教育"""
朗阅托管中心,中海花湾锦佳四街6号115室,113.3284402,23.08644489,"""道路"""
五年三班亲亲家园儿童托管,兴发大街169号2楼,113.589937,22.75952912,"""门址"""
童心托管中心,青年路东兴楼3楼,113.413886,23.13068019,"""地产小区"""
新果托幼园,双桥8号荔水街3号101房,113.2352582,23.13861577,"""教育"""
全A+少儿托管中心,桥南街南平路1巷号101铺,113.3771012,22.93666788,"""教育"""
萌星托管（富城商场店）,捷进中路瑞华苑,113.3793641,22.96384885,"""地产小区"""
五六点智慧托管,雍逸华庭东门西北130米,113.2253253,23.3864944,"""教育"""
向日葵托管辅导中心（三稳涌西街）,文稳街与909乡道交叉口西80米,113.4470114,22.8990477,"""村庄"""
育才托管辅导中心（西华路）,西一小学西北门旁,113.2849973,23.14665588,"""教育"""
启帆托管班（石楼清流村店）,石楼镇东窖桥候车亭隔壁,113.5081915,22.91798688,"""村庄"""
今诺托管成长中心（碧桂园店）,荔城街荔星大道8-301-302室,113.8166473,23.30471704,"""门址"""
德才托管,马岗顶北街与泰沙路交叉口西南80米,113.2986195,23.09776044,"""道路"""
班长之家,莲花山海鸥桥底,113.5209438,22.98359202,"""购物"""
利民托儿所,桥南街上奥东街6巷8号,113.3816646,22.94133546,"""道路"""
十牛小镇（南国奥园店）,悉奥路商业街5座203室,113.3902452,22.92687162,"""地产小区"""
五六点智慧托管,德贤路590号,113.3693957,22.92779539,"""教育"""
彩虹教育金贝儿托幼,民安路与东乡五街交叉口西南40米,113.2916938,23.05585014,"""道路"""
天湖晨曦艺术托管中心,康乐西路（太平第二中学西南侧),113.4932984,23.44698276,"""教育"""
向阳托管,龙兴中路永兴小学南侧约110米,113.3406605,23.27731614,"""教育"""
育优托管,保利星海小镇（榄核二小正对面）,113.3640503,22.84604112,"""教育"""
培优文化托管,吉祥北园A区,113.3114661,23.05420808,"""地产小区"""
卓聪托管,进港大道28号3楼,113.5604312,22.8121779,"""门址"""
育苗托管辅导班,花园路七巷与花园中路交叉口东南40米,113.4978119,23.44378805,"""道路"""
启点托辅中心,牌坊路52号,113.241778,23.20204343,"""门址"""
东新街儿童看护点,吉山村大园街15号,113.206092,23.24048695,"""门址"""
学生哥托管辅导中心,裕兴西街2号2/3楼,113.5612455,22.81123994,"""门址"""
启航托管班,民生路三街,113.3047828,23.15046797,"""教育"""
晋级托管,奥园金莎广场银座103铺,113.5585987,22.81131144,"""商务大厦"""
传知学堂,德祥路8号,113.3859431,22.94632525,"""教育"""
阳阳教育托管中心,东湖路南三巷12号,113.84879,23.287019,
精品早教托育,锦绣御景国际二期北门西140米,113.804583,23.292528,
全优加早教中心(锦绣国际校区),荔星大道147号(锦绣御景国际二期),113.804608,23.292401,
乐贝尔国际托育早教中心,规划一路与朱村大道东交叉口北约180米,113.747233,23.278819,
天天乐幼儿园(宏华路),宏华南路23-25,113.827645,23.298626,
鹿儿港婴幼儿托育园,增城大道2号1栋117,113.823152,23.274127,
乐儿堡教育(早教托管),光明西路84号,113.827433,23.28806,
展翅教育托管中心,富鹏小学对面,113.832037,23.301424,
阳阳教育托管中心,塘园中路60号,113.833349,23.300072,
文烨教育托管(二小店),荔城街挂绿路南一巷六号,113.833235,23.288289,
飞越教育托管中心,城北路西六巷7号(大鹏小学对面),113.83446,23.300017,
爱德教育托管辅导中心,沿江东路与东境中路交叉口东80米,113.834851,23.274323,
妈咪宝贝国际婴幼儿早教托育中心,石滩绿湖国际1期翠湖路2至6号,113.787958,23.20273,
金瑶篮优托教育中心,石滩镇麻车更楼环村路9号,113.772687,23.200814,
亲呀呀精致智慧托育(碧桂园豪园),石滩镇碧桂园豪园翠湖苑四街49号,113.821825,23.222254,
育英托管,石滩镇麻车村江吓新村三巷39号,113.773188,23.198602,
Tiny Hands托育(珠光山水御苑店),温泉镇大街苑雅街9号山水御苑小区,113.620917,23.592591,
童景托育-珠光山水御苑园区,御苑雅街16号,113.621505,23.592696,
贝安斯国际婴幼早教托育中心,元亨路31号,113.679707,23.271205,
先本教育托管中心,谷岭路1-3(朱村街中心小学正门出来左行0米),113.697285,23.279098,
贝贝教育(托管)中心,恒安路与朱村恒福路交叉口东20米,113.702829,23.273386,
真棒教育(个性化辅导午晚托书法),大田村府南一路14号,113.623641,23.294602,
学托教育,裕华路与裕华一街交叉口西北180米,113.648488,23.123789,
贝艺托育园(天伦第三分店),新塘镇锦绣天伦新绣北路128街,113.640382,23.126644,
豆豆巴托育园,新塘镇敏捷锦绣天伦新绣一路3-5号共两层,113.638294,23.127731,
里享家托管教育中心,新塘镇锦绣天伦四街4-6号,113.640111,23.125318,
书仁教育托辅中心,新沙大道北,113.640225,23.124825,
树人托管教育连锁,新塘瑶田东联新街十巷1号,113.627195,23.139143,
育才托管中心,汇太东路181号,113.622742,23.13104,
铭鼋逃托管辅导中心,东涌七横街与东华大道辅路交叉口西北20米,113.625064,23.110116,
彩虹托育,横江路与横江大道交叉口北140米,113.573619,23.585457,
广州市圣瑞托育早教中心,景瑞街景瑞街8-12号,113.592434,23.536677,
龙博士双语托育中心,江埔街道沿江南路161号,113.591001,23.535873,
教育托辅中心,关围新村东北门旁,113.578992,23.554628,
广州市.乐蓓儿托育园,江埔街河东南路210号,113.598564,23.534356,
优贝乐国际儿童教育中心(从化校区),沿江南路182号201,113.590106,23.535064,
逸泉贝贝托育园,逸泉山庄逸泉贝贝托育园,113.565793,23.510508,
FAMIC放我家・家庭托育(绿地城园),凤湖中路广州绿地城,113.546758,23.32055,
小马快跑早教托育,凤湖四路与九龙大道交叉口西南180米,113.542452,23.329442,
当乐娃国际智慧托育,凤湖四路与九龙大道交叉口西南140米,113.542504,23.329705,
幸福大本营托育中心,S378(九龙大道)福里街12号101号,113.541308,23.333128,
全优加早教绿地缤纷城校,九龙大道绿地缤纷城商城1层153-5,113.54804,23.323522,
托颖教育,南香山小学西侧,113.61818,23.226839,
廖龙摩托车配件店,九佛育贤路与黄山北路交叉口北20米,113.521051,23.350121,
亲呀呀精致托婴托育(增城凤凰城),凤锦苑二街18号101号,113.581906,23.15239,
